model,model_group,finding,dimension,auroc_gap,gap_ci_lo,gap_ci_hi,sens_gap,spec_gap,fpr_gap,fnr_gap,ece_gap
XRV-DenseNet-nih,clean,Pleural Effusion,Race,0.047334266834344496,0.017281037749690094,0.08395192824414781,0.10073205282145636,0.06499055254469699,0.06499055254469699,0.10073205282145636,0.05146512520822418
XRV-DenseNet-nih,clean,Pneumonia,Gender,0.012037037037037068,0.001187383526970945,0.0790658743634712,0.09085153529597978,0.09724137931034482,0.09724137931034482,0.09085153529597978,0.006052489021545128
XRV-DenseNet-nih,clean,Pneumonia,Age,0.02814771485446632,0.010638651023644835,0.11912755660868414,0.04020813623462638,0.07763364779874216,0.07763364779874216,0.04020813623462638,0.017764421590900602
XRV-DenseNet-nih,clean,Pneumonia,Race,0.13025555217523588,0.05641005587891904,0.29995026243721257,0.17712842712842713,0.17543859649122806,0.17543859649122806,0.17712842712842713,0.057306076578136265
XRV-DenseNet-nih,clean,Pneumothorax,Gender,0.026193887449054376,0.003304302145445107,0.05093626332770746,0.06731486378368123,0.02660468427452567,0.02660468427452567,0.06731486378368123,0.01880469387660666
XRV-DenseNet-nih,clean,Pneumothorax,Age,0.02438548532853624,0.005649917065391952,0.055300293306668906,0.06433499584372404,0.09797121840308043,0.09797121840308043,0.06433499584372404,0.005461163113601349
XRV-DenseNet-nih,clean,Pneumothorax,Race,0.09946366472981638,0.05155452407015031,0.16274020209041498,0.19347898047004308,0.20031337571940822,0.20031337571940822,0.19347898047004308,0.0317888706282284
XRV-DenseNet-nih,clean,Support Devices,Gender,0.01942329771818241,0.00105482189921558,0.07259386894708253,0.05228508878952309,0.12857142857142856,0.12857142857142856,0.05228508878952309,0.0006132069702499705
XRV-DenseNet-nih,clean,Support Devices,Age,0.030742231975904644,0.010115323389020778,0.0981163552387579,0.09684502762065494,0.1049736289910963,0.1049736289910963,0.09684502762065494,0.0016415191496271454
XRV-DenseNet-nih,clean,Support Devices,Race,0.059147183603702636,0.024697747805646996,0.18680036943312406,0.06305227961442617,0.09213615023474186,0.09213615023474186,0.06305227961442617,0.009677371123388585
