model,attribute,attribute_type,disease,auroc_baseline,auroc_residualized,auroc_drop
RAD-DINO,hypertension,comorbidity,Edema,0.9080487789938458,0.9080696872385733,-2.090824472744668e-05
RAD-DINO,hypertension,comorbidity,Enlarged Cardiomediastinum,0.7918099188365723,0.7882479453106999,0.0035619735258723972
RAD-DINO,hypertension,comorbidity,Lung Opacity,0.7750069287511193,0.7739684155545132,0.0010385131966060834
RAD-DINO,hypertension,comorbidity,Pleural Effusion,0.9180121476232772,0.9172166425710122,0.0007955050522649998
RAD-DINO,hypertension,comorbidity,Pneumonia,0.7933224162775472,0.7930533013814257,0.00026911489612146955
RAD-DINO,hypertension,comorbidity,Pneumothorax,0.7750082966469933,0.7747823218796752,0.0002259747673181156
RAD-DINO,hypertension,comorbidity,Support Devices,0.8300814546882009,0.8284500827164649,0.0016313719717360176
RAD-DINO,heart_failure,comorbidity,Atelectasis,0.7221106467157599,0.7072698981345782,0.014840748581181673
RAD-DINO,heart_failure,comorbidity,Cardiomegaly,0.8781331203984408,0.8134732332233956,0.06465988717504523
RAD-DINO,heart_failure,comorbidity,Consolidation,0.9192100458322465,0.9154654643464868,0.003744581485759735
RAD-DINO,heart_failure,comorbidity,Edema,0.9080487789938458,0.8862909527728101,0.021757826221035725
RAD-DINO,heart_failure,comorbidity,Enlarged Cardiomediastinum,0.7918099188365723,0.7703817497503649,0.02142816908620737
RAD-DINO,heart_failure,comorbidity,Lung Opacity,0.7750069287511193,0.7657757003368438,0.009231228414275483
RAD-DINO,heart_failure,comorbidity,Pleural Effusion,0.9180121476232772,0.9052824453972084,0.01272970222606884
RAD-DINO,heart_failure,comorbidity,Pneumonia,0.7933224162775472,0.7888444830060296,0.004477933271517576
RAD-DINO,heart_failure,comorbidity,Pneumothorax,0.7750082966469933,0.7748747577245447,0.0001335389224486061
RAD-DINO,heart_failure,comorbidity,Support Devices,0.8300814546882009,0.8271222381112608,0.0029592165769400935
RAD-DINO,atrial_fibrillation,comorbidity,Atelectasis,0.7221106467157599,0.7072005403873178,0.01491010632844203
RAD-DINO,atrial_fibrillation,comorbidity,Cardiomegaly,0.8781331203984408,0.8304450973152251,0.047688023083215736
RAD-DINO,atrial_fibrillation,comorbidity,Consolidation,0.9192100458322465,0.9136242252611445,0.005585820571102018
RAD-DINO,atrial_fibrillation,comorbidity,Edema,0.9080487789938458,0.8955561322173788,0.012492646776466998
RAD-DINO,atrial_fibrillation,comorbidity,Enlarged Cardiomediastinum,0.7918099188365723,0.776777530276263,0.015032388560309307
RAD-DINO,atrial_fibrillation,comorbidity,Lung Opacity,0.7750069287511193,0.7665461241632201,0.008460804587899218
RAD-DINO,atrial_fibrillation,comorbidity,Pleural Effusion,0.9180121476232772,0.9019413867576542,0.01607076086562298
RAD-DINO,atrial_fibrillation,comorbidity,Pneumonia,0.7933224162775472,0.7897260941657276,0.0035963221118195943
RAD-DINO,atrial_fibrillation,comorbidity,Pneumothorax,0.7750082966469933,0.7747299753593502,0.00027832128764315733
RAD-DINO,atrial_fibrillation,comorbidity,Support Devices,0.8300814546882009,0.8237513669246299,0.006330087763571024
RAD-DINO,coronary_artery_disease,comorbidity,Atelectasis,0.7221106467157599,0.7168008588298445,0.005309787885915407
RAD-DINO,coronary_artery_disease,comorbidity,Cardiomegaly,0.8781331203984408,0.854454466543033,0.023678653855407794
RAD-DINO,coronary_artery_disease,comorbidity,Consolidation,0.9192100458322465,0.918432512327508,0.0007775335047385257
RAD-DINO,coronary_artery_disease,comorbidity,Edema,0.9080487789938458,0.9019309676901066,0.006117811303739229
RAD-DINO,coronary_artery_disease,comorbidity,Enlarged Cardiomediastinum,0.7918099188365723,0.7851253296464142,0.006684589190158019
RAD-DINO,coronary_artery_disease,comorbidity,Lung Opacity,0.7750069287511193,0.7722570140280562,0.002749914723063074
RAD-DINO,coronary_artery_disease,comorbidity,Pleural Effusion,0.9180121476232772,0.9132204855493631,0.004791662073914127
RAD-DINO,coronary_artery_disease,comorbidity,Pneumonia,0.7933224162775472,0.7928219549707254,0.0005004613068217978
RAD-DINO,coronary_artery_disease,comorbidity,Pneumothorax,0.7750082966469933,0.7744645563830546,0.0005437402639387745
RAD-DINO,coronary_artery_disease,comorbidity,Support Devices,0.8300814546882009,0.8300807537012113,7.009869896767995e-07
RAD-DINO,stroke,comorbidity,Atelectasis,0.7221106467157599,0.7216378078126979,0.000472838903061934
RAD-DINO,stroke,comorbidity,Cardiomegaly,0.8781331203984408,0.8755912159035806,0.0025419044948602476
RAD-DINO,stroke,comorbidity,Consolidation,0.9192100458322465,0.9195319894175951,-0.0003219435853485386
RAD-DINO,stroke,comorbidity,Edema,0.9080487789938458,0.9066809675134171,0.001367811480428749
RAD-DINO,stroke,comorbidity,Enlarged Cardiomediastinum,0.7918099188365723,0.7913203779092097,0.0004895409273625306
RAD-DINO,stroke,comorbidity,Lung Opacity,0.7750069287511193,0.7750106596171065,-3.7308659871504446e-06
RAD-DINO,stroke,comorbidity,Pleural Effusion,0.9180121476232772,0.9177475481812343,0.0002645994420429343
RAD-DINO,stroke,comorbidity,Pneumonia,0.7933224162775472,0.793256696802915,6.571947463218653e-05
RAD-DINO,stroke,comorbidity,Pneumothorax,0.7750082966469933,0.7749245237826001,8.377286439320564e-05
RAD-DINO,stroke,comorbidity,Support Devices,0.8300814546882009,0.8261257851054284,0.003955669582772492
RAD-DINO,diabetes,comorbidity,Atelectasis,0.7221106467157599,0.71879594950756,0.0033146972081998793
RAD-DINO,diabetes,comorbidity,Cardiomegaly,0.8781331203984408,0.8652078058544602,0.012925314543980604
RAD-DINO,diabetes,comorbidity,Consolidation,0.9192100458322465,0.9194818099390145,-0.000271764106767991
RAD-DINO,diabetes,comorbidity,Edema,0.9080487789938458,0.905547622856257,0.0025011561375888336
RAD-DINO,diabetes,comorbidity,Enlarged Cardiomediastinum,0.7918099188365723,0.7885121745141717,0.0032977443224005976
RAD-DINO,diabetes,comorbidity,Lung Opacity,0.7750069287511193,0.7750231846672067,-1.6255916087337674e-05
RAD-DINO,diabetes,comorbidity,Pleural Effusion,0.9180121476232772,0.9173412051335479,0.0006709424897293204
RAD-DINO,diabetes,comorbidity,Pneumonia,0.7933224162775472,0.7934309862356393,-0.00010856995809216397
RAD-DINO,diabetes,comorbidity,Pneumothorax,0.7750082966469933,0.7731381987765107,0.0018700978704826454
RAD-DINO,diabetes,comorbidity,Support Devices,0.8300814546882009,0.8292982769739794,0.000783177714221539
RAD-DINO,hyperlipidemia,comorbidity,Atelectasis,0.7221106467157599,0.7184859505328484,0.003624696182911502
RAD-DINO,hyperlipidemia,comorbidity,Cardiomegaly,0.8781331203984408,0.8627249535448431,0.015408166853597693
RAD-DINO,hyperlipidemia,comorbidity,Consolidation,0.9192100458322465,0.9194142415322131,-0.0002041956999665473
RAD-DINO,hyperlipidemia,comorbidity,Edema,0.9080487789938458,0.906405449854726,0.001643329139119798
RAD-DINO,hyperlipidemia,comorbidity,Enlarged Cardiomediastinum,0.7918099188365723,0.7883708426146401,0.00343907622193218
RAD-DINO,hyperlipidemia,comorbidity,Lung Opacity,0.7750069287511193,0.7732110497590927,0.0017958789920266005
RAD-DINO,hyperlipidemia,comorbidity,Pleural Effusion,0.9180121476232772,0.9158690400589957,0.002143107564281488
RAD-DINO,hyperlipidemia,comorbidity,Pneumonia,0.7933224162775472,0.7934119287429955,-8.951246544830482e-05
RAD-DINO,hyperlipidemia,comorbidity,Pneumothorax,0.7750082966469933,0.7746910841065734,0.0003172125404199422
RAD-DINO,hyperlipidemia,comorbidity,Support Devices,0.8300814546882009,0.8287460744728579,0.0013353802153430738
RAD-DINO,obesity,comorbidity,Atelectasis,0.7221106467157599,0.7222891675260996,-0.0001785208103397551
RAD-DINO,obesity,comorbidity,Cardiomegaly,0.8781331203984408,0.8689385621296081,0.009194558268832753
RAD-DINO,obesity,comorbidity,Consolidation,0.9192100458322465,0.9188791593695271,0.00033088646271939304
RAD-DINO,obesity,comorbidity,Edema,0.9080487789938458,0.9073420803220553,0.0007066986717905177
RAD-DINO,obesity,comorbidity,Enlarged Cardiomediastinum,0.7918099188365723,0.7871244591238447,0.004685459712727602
RAD-DINO,obesity,comorbidity,Lung Opacity,0.7750069287511193,0.7756942075640644,-0.000687278812945058
RAD-DINO,obesity,comorbidity,Pleural Effusion,0.9180121476232772,0.917962510338138,4.963728513918131e-05
RAD-DINO,obesity,comorbidity,Pneumonia,0.7933224162775472,0.792834313465955,0.0004881028115921726
RAD-DINO,obesity,comorbidity,Pneumothorax,0.7750082966469933,0.7723958550771839,0.0026124415698094428
RAD-DINO,obesity,comorbidity,Support Devices,0.8300814546882009,0.8306739639412294,-0.0005925092530284504
RAD-DINO,hypothyroidism,comorbidity,Atelectasis,0.7221106467157599,0.7207150482187121,0.0013955984970477342
RAD-DINO,hypothyroidism,comorbidity,Cardiomegaly,0.8781331203984408,0.8766668795090189,0.0014662408894219325
RAD-DINO,hypothyroidism,comorbidity,Consolidation,0.9192100458322465,0.9193123920954901,-0.00010234626324356899
RAD-DINO,hypothyroidism,comorbidity,Edema,0.9080487789938458,0.9061152080800295,0.001933570913816296
RAD-DINO,hypothyroidism,comorbidity,Enlarged Cardiomediastinum,0.7918099188365723,0.7905215454335971,0.0012883734029751626
RAD-DINO,hypothyroidism,comorbidity,Lung Opacity,0.7750069287511193,0.7750730183771799,-6.608962606058366e-05
RAD-DINO,hypothyroidism,comorbidity,Pleural Effusion,0.9180121476232772,0.9166098160931474,0.0014023315301298078
RAD-DINO,hypothyroidism,comorbidity,Pneumonia,0.7933224162775472,0.7919044233248926,0.0014179929526545454
RAD-DINO,hypothyroidism,comorbidity,Pneumothorax,0.7750082966469933,0.7750118908622974,-3.5942153040480207e-06
RAD-DINO,hypothyroidism,comorbidity,Support Devices,0.8300814546882009,0.8302104362943024,-0.0001289816061014193
RAD-DINO,ckd,comorbidity,Atelectasis,0.7221106467157599,0.7129258716459498,0.00918477506981008
RAD-DINO,ckd,comorbidity,Cardiomegaly,0.8781331203984408,0.8521942311393913,0.025938889259049525
RAD-DINO,ckd,comorbidity,Consolidation,0.9192100458322465,0.9191866949857783,2.33508464682064e-05
RAD-DINO,ckd,comorbidity,Edema,0.9080487789938458,0.8987980291829623,0.009250749810883585
RAD-DINO,ckd,comorbidity,Enlarged Cardiomediastinum,0.7918099188365723,0.7832675320685152,0.008542386768057075
RAD-DINO,ckd,comorbidity,Lung Opacity,0.7750069287511193,0.7727364303074234,0.0022704984436958675
RAD-DINO,ckd,comorbidity,Pleural Effusion,0.9180121476232772,0.9117972750694958,0.006214872553781392
RAD-DINO,ckd,comorbidity,Pneumonia,0.7933224162775472,0.7918405518495469,0.0014818644280002458
RAD-DINO,ckd,comorbidity,Pneumothorax,0.7750082966469933,0.774459948414716,0.0005483482322773403
RAD-DINO,ckd,comorbidity,Support Devices,0.8300814546882009,0.830349932705249,-0.0002684780170481016
RAD-DINO,aki,comorbidity,Atelectasis,0.7221106467157599,0.7127986152574983,0.009312031458261538
RAD-DINO,aki,comorbidity,Cardiomegaly,0.8781331203984408,0.8587672425440398,0.019365877854401026
RAD-DINO,aki,comorbidity,Consolidation,0.9192100458322465,0.9129102855510427,0.006299760281203826
RAD-DINO,aki,comorbidity,Edema,0.9080487789938458,0.8954374558423761,0.012611323151469733
RAD-DINO,aki,comorbidity,Enlarged Cardiomediastinum,0.7918099188365723,0.7785411065878076,0.013268812248764639
RAD-DINO,aki,comorbidity,Lung Opacity,0.7750069287511193,0.7669125485012578,0.008094380249861532
RAD-DINO,aki,comorbidity,Pleural Effusion,0.9180121476232772,0.907812467776655,0.010199679846622178
RAD-DINO,aki,comorbidity,Pneumonia,0.7933224162775472,0.7864706124223436,0.006851803855203564
RAD-DINO,aki,comorbidity,Pneumothorax,0.7750082966469933,0.7751209153931855,-0.00011261874619217238
RAD-DINO,aki,comorbidity,Support Devices,0.8300814546882009,0.8226529203117989,0.007428534376402007
RAD-DINO,copd,comorbidity,Atelectasis,0.7221106467157599,0.7199147201264121,0.002195926589347752
RAD-DINO,copd,comorbidity,Cardiomegaly,0.8781331203984408,0.8741492668043663,0.0039838535940744935
RAD-DINO,copd,comorbidity,Consolidation,0.9192100458322465,0.9169832693669189,0.002226776465327651
RAD-DINO,copd,comorbidity,Edema,0.9080487789938458,0.9025591573753569,0.005489621618488982
RAD-DINO,copd,comorbidity,Enlarged Cardiomediastinum,0.7918099188365723,0.7861330875387255,0.005676831297846796
RAD-DINO,copd,comorbidity,Lung Opacity,0.7750069287511193,0.7640856180445998,0.010921310706519471
RAD-DINO,copd,comorbidity,Pleural Effusion,0.9180121476232772,0.9159792376765484,0.002032909946728778
RAD-DINO,copd,comorbidity,Pneumonia,0.7933224162775472,0.7909032697113378,0.0024191465662093403
RAD-DINO,copd,comorbidity,Pneumothorax,0.7750082966469933,0.7747500661013058,0.00025823054568752113
RAD-DINO,copd,comorbidity,Support Devices,0.8300814546882009,0.8289441032974427,0.0011373513907582122
RAD-DINO,asthma,comorbidity,Atelectasis,0.7221106467157599,0.7219260947969627,0.00018455191879718225
RAD-DINO,asthma,comorbidity,Cardiomegaly,0.8781331203984408,0.877967300011475,0.00016582038696577595
RAD-DINO,asthma,comorbidity,Consolidation,0.9192100458322465,0.9191648346188719,4.5211213374640735e-05
RAD-DINO,asthma,comorbidity,Edema,0.9080487789938458,0.9080486023044537,1.7668939211734624e-07
RAD-DINO,asthma,comorbidity,Enlarged Cardiomediastinum,0.7918099188365723,0.791764856491794,4.506234477830162e-05
RAD-DINO,asthma,comorbidity,Lung Opacity,0.7750069287511193,0.7756814160235365,-0.0006744872724171458
RAD-DINO,asthma,comorbidity,Pleural Effusion,0.9180121476232772,0.9177654972511042,0.00024665037217297403
RAD-DINO,asthma,comorbidity,Pneumonia,0.7933224162775472,0.7933324647736686,-1.0048496121406458e-05
RAD-DINO,asthma,comorbidity,Pneumothorax,0.7750082966469933,0.7745015122891291,0.0005067843578642206
RAD-DINO,asthma,comorbidity,Support Devices,0.8300814546882009,0.8305730218147152,-0.0004915671265142141
RAD-DINO,respiratory_failure,comorbidity,Atelectasis,0.7221106467157599,0.7201692329033154,0.0019414138124445035
RAD-DINO,respiratory_failure,comorbidity,Cardiomegaly,0.8781331203984408,0.8704412985419374,0.007691821856503411
RAD-DINO,respiratory_failure,comorbidity,Consolidation,0.9192100458322465,0.9160427767634236,0.00316726906882292
RAD-DINO,respiratory_failure,comorbidity,Edema,0.9080487789938458,0.903986395387983,0.004062383605862863
RAD-DINO,respiratory_failure,comorbidity,Enlarged Cardiomediastinum,0.7918099188365723,0.787727680057352,0.004082238779220204
RAD-DINO,respiratory_failure,comorbidity,Lung Opacity,0.7750069287511193,0.7688715196350147,0.006135409116104662
RAD-DINO,respiratory_failure,comorbidity,Pleural Effusion,0.9180121476232772,0.9149817984768892,0.0030303491463880006
RAD-DINO,respiratory_failure,comorbidity,Pneumonia,0.7933224162775472,0.7922264372005953,0.001095979076951914
RAD-DINO,respiratory_failure,comorbidity,Pneumothorax,0.7750082966469933,0.7749822155461977,2.6081100795605217e-05
RAD-DINO,respiratory_failure,comorbidity,Support Devices,0.8300814546882009,0.8272552503925528,0.0028262042956481714
RAD-DINO,pulmonary_fibrosis,comorbidity,Atelectasis,0.7221106467157599,0.7224520074544502,-0.0003413607386902884
RAD-DINO,pulmonary_fibrosis,comorbidity,Cardiomegaly,0.8781331203984408,0.8776716920596848,0.0004614283387560647
RAD-DINO,pulmonary_fibrosis,comorbidity,Consolidation,0.9192100458322465,0.9192627094434302,-5.266361118372309e-05
RAD-DINO,pulmonary_fibrosis,comorbidity,Edema,0.9080487789938458,0.9071981373639875,0.000850641629858373
RAD-DINO,pulmonary_fibrosis,comorbidity,Enlarged Cardiomediastinum,0.7918099188365723,0.7919502265919041,-0.00014030775533180329
RAD-DINO,pulmonary_fibrosis,comorbidity,Lung Opacity,0.7750069287511193,0.7716137061356756,0.003393222615443725
RAD-DINO,pulmonary_fibrosis,comorbidity,Pleural Effusion,0.9180121476232772,0.9180516298879037,-3.948226462646698e-05
RAD-DINO,pulmonary_fibrosis,comorbidity,Pneumonia,0.7933224162775472,0.791710383399792,0.0016120328777551318
RAD-DINO,pulmonary_fibrosis,comorbidity,Pneumothorax,0.7750082966469933,0.7750336404728551,-2.5343825861723346e-05
RAD-DINO,pulmonary_fibrosis,comorbidity,Support Devices,0.8300814546882009,0.8298329548003589,0.00024849988784203525
RAD-DINO,liver_disease,comorbidity,Atelectasis,0.7221106467157599,0.7209394054533282,0.0011712412624316215
RAD-DINO,liver_disease,comorbidity,Cardiomegaly,0.8781331203984408,0.8781483316861187,-1.5211287677896479e-05
RAD-DINO,liver_disease,comorbidity,Consolidation,0.9192100458322465,0.9190868328551379,0.0001232129771085999
RAD-DINO,liver_disease,comorbidity,Edema,0.9080487789938458,0.906997064835819,0.0010517141580268508
RAD-DINO,liver_disease,comorbidity,Enlarged Cardiomediastinum,0.7918099188365723,0.7921755383157947,-0.0003656194792224232
RAD-DINO,liver_disease,comorbidity,Lung Opacity,0.7750069287511193,0.7748491664179423,0.00015776233317699173
RAD-DINO,liver_disease,comorbidity,Pleural Effusion,0.9180121476232772,0.9171986650557069,0.0008134825675703006
RAD-DINO,liver_disease,comorbidity,Pneumonia,0.7933224162775472,0.7928062469767887,0.0005161693007584844
RAD-DINO,liver_disease,comorbidity,Pneumothorax,0.7750082966469933,0.7754031073742331,-0.0003948107272397916
RAD-DINO,liver_disease,comorbidity,Support Devices,0.8300814546882009,0.8282096441790041,0.0018718105091968251
RAD-DINO,anemia,comorbidity,Atelectasis,0.7221106467157599,0.7105990700030758,0.011511576712684102
RAD-DINO,anemia,comorbidity,Cardiomegaly,0.8781331203984408,0.8648422144118333,0.013290905986607537
RAD-DINO,anemia,comorbidity,Consolidation,0.9192100458322465,0.9144400144079691,0.004770031424277454
RAD-DINO,anemia,comorbidity,Edema,0.9080487789938458,0.9033283451954738,0.004720433798372059
RAD-DINO,anemia,comorbidity,Enlarged Cardiomediastinum,0.7918099188365723,0.7796420616022737,0.012167857234298585
RAD-DINO,anemia,comorbidity,Lung Opacity,0.7750069287511193,0.7674401995480323,0.007566729203086986
RAD-DINO,anemia,comorbidity,Pleural Effusion,0.9180121476232772,0.9088608811969271,0.009151266426350113
RAD-DINO,anemia,comorbidity,Pneumonia,0.7933224162775472,0.7862388040118216,0.007083612265725625
RAD-DINO,anemia,comorbidity,Pneumothorax,0.7750082966469933,0.7757852922682255,-0.0007769956212321238
RAD-DINO,anemia,comorbidity,Support Devices,0.8300814546882009,0.8278023707379991,0.002279083950201821
RAD-DINO,smoking_history,comorbidity,Atelectasis,0.7221106467157599,0.7225394585270827,-0.00042881181132281565
RAD-DINO,smoking_history,comorbidity,Cardiomegaly,0.8781331203984408,0.8770381390360277,0.00109498136241315
RAD-DINO,smoking_history,comorbidity,Consolidation,0.9192100458322465,0.9194147383587337,-0.00020469252648713798
RAD-DINO,smoking_history,comorbidity,Edema,0.9080487789938458,0.9080705117890696,-2.173279522377225e-05
RAD-DINO,smoking_history,comorbidity,Enlarged Cardiomediastinum,0.7918099188365723,0.7929518396190185,-0.0011419207824462374
RAD-DINO,smoking_history,comorbidity,Lung Opacity,0.7750069287511193,0.7753880100626785,-0.0003810813115592282
RAD-DINO,smoking_history,comorbidity,Pleural Effusion,0.9180121476232772,0.9177472637268782,0.0002648838963990041
RAD-DINO,smoking_history,comorbidity,Pneumonia,0.7933224162775472,0.7933404342705923,-1.8017993045127412e-05
RAD-DINO,smoking_history,comorbidity,Pneumothorax,0.7750082966469933,0.7750849732401455,-7.667659315213626e-05
RAD-DINO,smoking_history,comorbidity,Support Devices,0.8300814546882009,0.829933896926873,0.00014755776132791
RAD-DINO,cancer_history,comorbidity,Atelectasis,0.7221106467157599,0.7219429819006435,0.0001676648151163196
RAD-DINO,cancer_history,comorbidity,Cardiomegaly,0.8781331203984408,0.8780431829370764,8.993746136443104e-05
RAD-DINO,cancer_history,comorbidity,Consolidation,0.9192100458322465,0.9184797108469651,0.0007303349852814112
RAD-DINO,cancer_history,comorbidity,Edema,0.9080487789938458,0.9080317579157436,1.702107810219733e-05
RAD-DINO,cancer_history,comorbidity,Enlarged Cardiomediastinum,0.7918099188365723,0.7887170033540724,0.0030929154824999028
RAD-DINO,cancer_history,comorbidity,Lung Opacity,0.7750069287511193,0.7687068285507184,0.006300100200400949
RAD-DINO,cancer_history,comorbidity,Pleural Effusion,0.9180121476232772,0.9156604781251045,0.0023516694981726705
RAD-DINO,cancer_history,comorbidity,Pneumonia,0.7933224162775472,0.7928296934677384,0.0004927228098088321
RAD-DINO,cancer_history,comorbidity,Pneumothorax,0.7750082966469933,0.7726790608112659,0.0023292358357274168
RAD-DINO,cancer_history,comorbidity,Support Devices,0.8300814546882009,0.8289535666218035,0.001127888066397409
RAD-DINO,depression,comorbidity,Atelectasis,0.7221106467157599,0.721705356227421,0.0004052904883388164
RAD-DINO,depression,comorbidity,Cardiomegaly,0.8781331203984408,0.8779138580730179,0.0002192623254229087
RAD-DINO,depression,comorbidity,Consolidation,0.9192100458322465,0.9191052154364001,0.0001048303958464114
RAD-DINO,depression,comorbidity,Edema,0.9080487789938458,0.9078325111779598,0.00021626781588601762
RAD-DINO,depression,comorbidity,Enlarged Cardiomediastinum,0.7918099188365723,0.7917023836956243,0.00010753514094796746
RAD-DINO,depression,comorbidity,Lung Opacity,0.7750069287511193,0.7745312433377394,0.00047568541337994485
RAD-DINO,depression,comorbidity,Pleural Effusion,0.9180121476232772,0.918010412451705,1.7351715722035976e-06
RAD-DINO,depression,comorbidity,Pneumonia,0.7933224162775472,0.7932361378108508,8.627846669639894e-05
RAD-DINO,depression,comorbidity,Pneumothorax,0.7750082966469933,0.7748449902490782,0.00016330639791517498
RAD-DINO,depression,comorbidity,Support Devices,0.8300814546882009,0.8308220474427994,-0.0007405927545984792
CheXzero,sex,demographic,Atelectasis,0.7526453470725711,0.7528862643032749,-0.00024091723070374105
CheXzero,sex,demographic,Cardiomegaly,0.8785179646742834,0.8784567423788417,6.122229544169855e-05
CheXzero,sex,demographic,Consolidation,0.898777246924798,0.8972237691864271,0.0015534777383708898
CheXzero,sex,demographic,Edema,0.908586871689372,0.908443292445271,0.00014357924410102196
CheXzero,sex,demographic,Enlarged Cardiomediastinum,0.7798913089757804,0.7809387075952579,-0.0010473986194774465
CheXzero,sex,demographic,Lung Opacity,0.776938327051945,0.7767635302532235,0.00017479679872145493
CheXzero,sex,demographic,Pleural Effusion,0.9272074420006955,0.9269637098915172,0.00024373210917827404
CheXzero,sex,demographic,Pneumonia,0.7890425847113391,0.7887297429406648,0.0003128417706743658
CheXzero,sex,demographic,Pneumothorax,0.7285718456116939,0.7273400476816037,0.001231797930090206
CheXzero,sex,demographic,Support Devices,0.7754597515763598,0.7762118352502579,-0.0007520836738981185
CheXzero,age,demographic,Atelectasis,0.7526453470725711,0.7381865192582026,0.01445882781436858
CheXzero,age,demographic,Cardiomegaly,0.8785179646742834,0.8548423896662554,0.023675575008028082
CheXzero,age,demographic,Consolidation,0.898777246924798,0.897520134960414,0.001257111964383939
CheXzero,age,demographic,Edema,0.908586871689372,0.9031086184080138,0.005478253281358203
CheXzero,age,demographic,Enlarged Cardiomediastinum,0.7798913089757804,0.7650523103229223,0.014838998652858093
CheXzero,age,demographic,Lung Opacity,0.776938327051945,0.7606804411300435,0.01625788592190147
CheXzero,age,demographic,Pleural Effusion,0.9272074420006955,0.9168335060502886,0.01037393595040692
CheXzero,age,demographic,Pneumonia,0.7890425847113391,0.7863393109493595,0.002703273761979652
CheXzero,age,demographic,Pneumothorax,0.7285718456116939,0.730694163521488,-0.0021223179097941136
CheXzero,age,demographic,Support Devices,0.7754597515763598,0.772873061621616,0.0025866899547438704
CheXzero,bmi,demographic,Atelectasis,0.7526453470725711,0.7531698637205209,-0.0005245166479497243
CheXzero,bmi,demographic,Cardiomegaly,0.8785179646742834,0.8719406825589617,0.006577282115321714
CheXzero,bmi,demographic,Consolidation,0.898777246924798,0.8952672665631014,0.0035099803616965852
CheXzero,bmi,demographic,Edema,0.908586871689372,0.9084574894700667,0.00012938221930536287
CheXzero,bmi,demographic,Enlarged Cardiomediastinum,0.7798913089757804,0.7791283259163886,0.0007629830593918197
CheXzero,bmi,demographic,Lung Opacity,0.776938327051945,0.7733665863433759,0.0035717407085691377
CheXzero,bmi,demographic,Pleural Effusion,0.9272074420006955,0.9257085511667046,0.0014988908339909068
CheXzero,bmi,demographic,Pneumonia,0.7890425847113391,0.7857506632313808,0.003291921479958382
CheXzero,bmi,demographic,Pneumothorax,0.7285718456116939,0.7167555657498732,0.011816279861820655
CheXzero,bmi,demographic,Support Devices,0.7754597515763598,0.7760483641378764,-0.0005886125615165438
CheXzero,hypertension,comorbidity,Atelectasis,0.7665786124831884,0.7646709728781054,0.0019076396050830002
CheXzero,hypertension,comorbidity,Cardiomegaly,0.8755736911120735,0.8706564543980633,0.004917236714010231
CheXzero,hypertension,comorbidity,Consolidation,0.9152687210443294,0.9154853374073109,-0.0002166163629814255
CheXzero,hypertension,comorbidity,Edema,0.9082061503457104,0.9079451212171683,0.0002610291285420896
CheXzero,hypertension,comorbidity,Enlarged Cardiomediastinum,0.7905666077783752,0.7879191950226592,0.0026474127557160054
CheXzero,hypertension,comorbidity,Lung Opacity,0.7706535411248028,0.7693506694239542,0.001302871700848529
CheXzero,hypertension,comorbidity,Pleural Effusion,0.9246298359907297,0.9238511421909102,0.0007786937998194299
CheXzero,hypertension,comorbidity,Pneumonia,0.7926045840546306,0.7925034060936853,0.00010117796094533116
CheXzero,hypertension,comorbidity,Pneumothorax,0.7236052117596459,0.7229671924635019,0.0006380192961439324
CheXzero,hypertension,comorbidity,Support Devices,0.7939941187191566,0.7922810817631225,0.0017130369560340863
CheXzero,heart_failure,comorbidity,Atelectasis,0.7665786124831884,0.7538378958668814,0.012740716616306935
CheXzero,heart_failure,comorbidity,Cardiomegaly,0.8755736911120735,0.8183953282954473,0.05717836281662625
CheXzero,heart_failure,comorbidity,Consolidation,0.9152687210443294,0.9098095912359803,0.005459129808349172
CheXzero,heart_failure,comorbidity,Edema,0.9082061503457104,0.8856300166535641,0.022576133692146283
CheXzero,heart_failure,comorbidity,Enlarged Cardiomediastinum,0.7905666077783752,0.7686161251504211,0.02195048262795407
CheXzero,heart_failure,comorbidity,Lung Opacity,0.7706535411248028,0.7617748795463268,0.008878661578475944
CheXzero,heart_failure,comorbidity,Pleural Effusion,0.9246298359907297,0.9143405245765007,0.010289311414228952
