model,attribute,attribute_type,disease,auroc_baseline,auroc_residualized,auroc_drop
CheSS-ResNet50,heart_failure,comorbidity,Cardiomegaly,0.852608579675221,0.787970959974533,0.06463761970068793
CheSS-ResNet50,heart_failure,comorbidity,Consolidation,0.8419207313286385,0.836827762665971,0.0050929686626675075
CheSS-ResNet50,heart_failure,comorbidity,Edema,0.8737806370571369,0.8435950802134502,0.030185556843686734
CheSS-ResNet50,heart_failure,comorbidity,Enlarged Cardiomediastinum,0.7364416109788258,0.7132160688224902,0.023225542156335544
CheSS-ResNet50,heart_failure,comorbidity,Lung Opacity,0.6722772673005586,0.6604251055302093,0.011852161770349312
CheSS-ResNet50,heart_failure,comorbidity,Pleural Effusion,0.8758123198603898,0.8604648410860183,0.015347478774371481
CheSS-ResNet50,heart_failure,comorbidity,Pneumonia,0.7344637544969908,0.7292324150162878,0.005231339480702979
CheSS-ResNet50,heart_failure,comorbidity,Pneumothorax,0.648450814868513,0.648754848619485,-0.00030403375097198815
CheSS-ResNet50,heart_failure,comorbidity,Support Devices,0.6654474750448631,0.6602379149842978,0.005209560060565277
CheSS-ResNet50,atrial_fibrillation,comorbidity,Atelectasis,0.6364743346179593,0.6195136514139934,0.01696068320396593
CheSS-ResNet50,atrial_fibrillation,comorbidity,Cardiomegaly,0.852608579675221,0.8069276946767202,0.04568088499850076
CheSS-ResNet50,atrial_fibrillation,comorbidity,Consolidation,0.8419207313286385,0.8326708151681137,0.00924991616052484
CheSS-ResNet50,atrial_fibrillation,comorbidity,Edema,0.8737806370571369,0.8563396271665359,0.017441009890601045
CheSS-ResNet50,atrial_fibrillation,comorbidity,Enlarged Cardiomediastinum,0.7364416109788258,0.7156729907570987,0.020768620221727097
CheSS-ResNet50,atrial_fibrillation,comorbidity,Lung Opacity,0.6722772673005586,0.6620187182876391,0.010258549012919449
CheSS-ResNet50,atrial_fibrillation,comorbidity,Pleural Effusion,0.8758123198603898,0.8558406941824106,0.019971625677979166
CheSS-ResNet50,atrial_fibrillation,comorbidity,Pneumonia,0.7344637544969908,0.7309756558433969,0.0034880986535938963
CheSS-ResNet50,atrial_fibrillation,comorbidity,Pneumothorax,0.648450814868513,0.6491502123029251,-0.0006993974344121634
CheSS-ResNet50,atrial_fibrillation,comorbidity,Support Devices,0.6654474750448631,0.6595272894235082,0.005920185621354879
CheSS-ResNet50,coronary_artery_disease,comorbidity,Atelectasis,0.6364743346179593,0.6332495009257753,0.0032248336921840703
CheSS-ResNet50,coronary_artery_disease,comorbidity,Cardiomegaly,0.852608579675221,0.829041436704386,0.023567142970834953
CheSS-ResNet50,coronary_artery_disease,comorbidity,Consolidation,0.8419207313286385,0.8428373762591448,-0.0009166449305062496
CheSS-ResNet50,coronary_artery_disease,comorbidity,Edema,0.8737806370571369,0.8650494718518487,0.008731165205288272
CheSS-ResNet50,coronary_artery_disease,comorbidity,Enlarged Cardiomediastinum,0.7364416109788258,0.7317684409964923,0.004673169982333469
CheSS-ResNet50,coronary_artery_disease,comorbidity,Lung Opacity,0.6722772673005586,0.6672811047627168,0.004996162537841742
CheSS-ResNet50,coronary_artery_disease,comorbidity,Pleural Effusion,0.8758123198603898,0.870175999021477,0.005636320838912745
CheSS-ResNet50,coronary_artery_disease,comorbidity,Pneumonia,0.7344637544969908,0.7341252241276635,0.0003385303693272945
CheSS-ResNet50,coronary_artery_disease,comorbidity,Pneumothorax,0.648450814868513,0.6477808162721002,0.000669998596412813
CheSS-ResNet50,coronary_artery_disease,comorbidity,Support Devices,0.6654474750448631,0.666191923227905,-0.0007444481830418681
CheSS-ResNet50,stroke,comorbidity,Atelectasis,0.6364743346179593,0.6348405073368435,0.0016338272811158294
CheSS-ResNet50,stroke,comorbidity,Cardiomegaly,0.852608579675221,0.849664241189252,0.002944338485968978
CheSS-ResNet50,stroke,comorbidity,Consolidation,0.8419207313286385,0.8429094161046317,-0.0009886847759931205
CheSS-ResNet50,stroke,comorbidity,Edema,0.8737806370571369,0.8715687214543563,0.0022119156027806675
CheSS-ResNet50,stroke,comorbidity,Enlarged Cardiomediastinum,0.7364416109788258,0.736836930639834,-0.0003953196610082532
CheSS-ResNet50,stroke,comorbidity,Lung Opacity,0.6722772673005586,0.6729027203342857,-0.0006254530337270747
CheSS-ResNet50,stroke,comorbidity,Pleural Effusion,0.8758123198603898,0.8754992209506323,0.0003130989097575032
CheSS-ResNet50,stroke,comorbidity,Pneumonia,0.7344637544969908,0.7344612134979716,2.540999019196022e-06
CheSS-ResNet50,stroke,comorbidity,Pneumothorax,0.648450814868513,0.6483368137318194,0.00011400113669357559
CheSS-ResNet50,stroke,comorbidity,Support Devices,0.6654474750448631,0.6607941481606101,0.004653326884253017
CheSS-ResNet50,diabetes,comorbidity,Atelectasis,0.6364743346179593,0.6343749057639303,0.0020994288540290285
CheSS-ResNet50,diabetes,comorbidity,Cardiomegaly,0.852608579675221,0.8379452453794702,0.01466333429575073
CheSS-ResNet50,diabetes,comorbidity,Consolidation,0.8419207313286385,0.8429665511545008,-0.0010458198258622708
CheSS-ResNet50,diabetes,comorbidity,Edema,0.8737806370571369,0.8695446855718034,0.004235951485333511
CheSS-ResNet50,diabetes,comorbidity,Enlarged Cardiomediastinum,0.7364416109788258,0.7322426197608624,0.00419899121796341
CheSS-ResNet50,diabetes,comorbidity,Lung Opacity,0.6722772673005586,0.671886858824031,0.0003904084765276039
CheSS-ResNet50,diabetes,comorbidity,Pleural Effusion,0.8758123198603898,0.8745558565240674,0.0012564633363223443
CheSS-ResNet50,diabetes,comorbidity,Pneumonia,0.7344637544969908,0.7349896257940043,-0.000525871297013536
CheSS-ResNet50,diabetes,comorbidity,Pneumothorax,0.648450814868513,0.6433611295199446,0.005089685348568351
CheSS-ResNet50,diabetes,comorbidity,Support Devices,0.6654474750448631,0.6642161913974877,0.0012312836473754585
CheSS-ResNet50,hyperlipidemia,comorbidity,Atelectasis,0.6364743346179593,0.6329557859438987,0.003518548674060651
CheSS-ResNet50,hyperlipidemia,comorbidity,Cardiomegaly,0.852608579675221,0.8367683659814993,0.015840213693721683
CheSS-ResNet50,hyperlipidemia,comorbidity,Consolidation,0.8419207313286385,0.843294953484617,-0.0013742221559784884
CheSS-ResNet50,hyperlipidemia,comorbidity,Edema,0.8737806370571369,0.8705077016550142,0.003272935402122701
CheSS-ResNet50,hyperlipidemia,comorbidity,Enlarged Cardiomediastinum,0.7364416109788258,0.7320828532657397,0.0043587577130860256
CheSS-ResNet50,hyperlipidemia,comorbidity,Lung Opacity,0.6722772673005586,0.6686844433547947,0.003592823945763879
CheSS-ResNet50,hyperlipidemia,comorbidity,Pleural Effusion,0.8758123198603898,0.8733032048761167,0.0025091149842730864
CheSS-ResNet50,hyperlipidemia,comorbidity,Pneumonia,0.7344637544969908,0.734730559394004,-0.00026680489701325083
CheSS-ResNet50,hyperlipidemia,comorbidity,Pneumothorax,0.648450814868513,0.6467654965284027,0.00168531834011032
CheSS-ResNet50,hyperlipidemia,comorbidity,Support Devices,0.6654474750448631,0.6646597409152086,0.0007877341296544937
CheSS-ResNet50,obesity,comorbidity,Atelectasis,0.6364743346179593,0.636678789194666,-0.00020445457670670297
CheSS-ResNet50,obesity,comorbidity,Cardiomegaly,0.852608579675221,0.8425266191750601,0.010081960500160858
CheSS-ResNet50,obesity,comorbidity,Consolidation,0.8419207313286385,0.8417493261790314,0.00017140514960711783
CheSS-ResNet50,obesity,comorbidity,Edema,0.8737806370571369,0.8726772118036995,0.001103425253437429
CheSS-ResNet50,obesity,comorbidity,Enlarged Cardiomediastinum,0.7364416109788258,0.7310505159126405,0.005391095066185292
CheSS-ResNet50,obesity,comorbidity,Lung Opacity,0.6722772673005586,0.6717482838016459,0.0005289834989127273
CheSS-ResNet50,obesity,comorbidity,Pleural Effusion,0.8758123198603898,0.8758585152478202,-4.619538743044771e-05
CheSS-ResNet50,obesity,comorbidity,Pneumonia,0.7344637544969908,0.7336386228154916,0.0008251316814991139
CheSS-ResNet50,obesity,comorbidity,Pneumothorax,0.648450814868513,0.6414181335903474,0.007032681278165587
CheSS-ResNet50,obesity,comorbidity,Support Devices,0.6654474750448631,0.6655454379766711,-9.796293180797111e-05
CheSS-ResNet50,hypothyroidism,comorbidity,Atelectasis,0.6364743346179593,0.634476228386015,0.0019981062319442966
CheSS-ResNet50,hypothyroidism,comorbidity,Cardiomegaly,0.852608579675221,0.8500279239912197,0.002580655684001232
CheSS-ResNet50,hypothyroidism,comorbidity,Consolidation,0.8419207313286385,0.8417046117921775,0.00021611953646105686
CheSS-ResNet50,hypothyroidism,comorbidity,Edema,0.8737806370571369,0.8704809626603486,0.0032996743967883546
CheSS-ResNet50,hypothyroidism,comorbidity,Enlarged Cardiomediastinum,0.7364416109788258,0.7364477558440229,-6.144865197121874e-06
CheSS-ResNet50,hypothyroidism,comorbidity,Lung Opacity,0.6722772673005586,0.6704963117724811,0.0017809555280774436
CheSS-ResNet50,hypothyroidism,comorbidity,Pleural Effusion,0.8758123198603898,0.8738435259255255,0.001968793934864266
CheSS-ResNet50,hypothyroidism,comorbidity,Pneumonia,0.7344637544969908,0.7333234234371585,0.0011403310598322447
CheSS-ResNet50,hypothyroidism,comorbidity,Pneumothorax,0.648450814868513,0.6488250740569632,-0.0003742591884502433
CheSS-ResNet50,hypothyroidism,comorbidity,Support Devices,0.6654474750448631,0.665198098923284,0.000249376121579159
CheSS-ResNet50,ckd,comorbidity,Atelectasis,0.6364743346179593,0.6282961515496933,0.00817818306826601
CheSS-ResNet50,ckd,comorbidity,Cardiomegaly,0.852608579675221,0.8245676408368592,0.028040938838361784
CheSS-ResNet50,ckd,comorbidity,Consolidation,0.8419207313286385,0.8435860938256885,-0.0016653624970499603
CheSS-ResNet50,ckd,comorbidity,Edema,0.8737806370571369,0.8611880429812259,0.012592594075911068
CheSS-ResNet50,ckd,comorbidity,Enlarged Cardiomediastinum,0.7364416109788258,0.7290790383285966,0.0073625726502292155
CheSS-ResNet50,ckd,comorbidity,Lung Opacity,0.6722772673005586,0.6682631219886582,0.004014145311900363
CheSS-ResNet50,ckd,comorbidity,Pleural Effusion,0.8758123198603898,0.8684669972500375,0.007345322610352256
CheSS-ResNet50,ckd,comorbidity,Pneumonia,0.7344637544969908,0.733306098443846,0.0011576560531447733
CheSS-ResNet50,ckd,comorbidity,Pneumothorax,0.648450814868513,0.647209612516864,0.001241202351648929
CheSS-ResNet50,ckd,comorbidity,Support Devices,0.6654474750448631,0.6655123163414087,-6.484129654560356e-05
CheSS-ResNet50,aki,comorbidity,Atelectasis,0.6364743346179593,0.6286664616089791,0.007807873008980226
CheSS-ResNet50,aki,comorbidity,Cardiomegaly,0.852608579675221,0.8330893165169367,0.019519263158284228
CheSS-ResNet50,aki,comorbidity,Consolidation,0.8419207313286385,0.8333519643278559,0.008568767000782684
CheSS-ResNet50,aki,comorbidity,Edema,0.8737806370571369,0.8558209849043651,0.017959652152771843
CheSS-ResNet50,aki,comorbidity,Enlarged Cardiomediastinum,0.7364416109788258,0.7215812786440331,0.01486033233479267
CheSS-ResNet50,aki,comorbidity,Lung Opacity,0.6722772673005586,0.6630455059054279,0.009231761395130711
CheSS-ResNet50,aki,comorbidity,Pleural Effusion,0.8758123198603898,0.8623592217613272,0.013453098099062588
CheSS-ResNet50,aki,comorbidity,Pneumonia,0.7344637544969908,0.7275077696820008,0.006955984814989935
CheSS-ResNet50,aki,comorbidity,Pneumothorax,0.648450814868513,0.6486191900316005,-0.00016837516308754186
CheSS-ResNet50,aki,comorbidity,Support Devices,0.6654474750448631,0.655325748654105,0.010121726390758146
CheSS-ResNet50,copd,comorbidity,Atelectasis,0.6364743346179593,0.6327145416056017,0.003759793012357626
CheSS-ResNet50,copd,comorbidity,Cardiomegaly,0.852608579675221,0.8490177903817466,0.003590789293474339
CheSS-ResNet50,copd,comorbidity,Consolidation,0.8419207313286385,0.837831849064103,0.0040888822645355205
CheSS-ResNet50,copd,comorbidity,Edema,0.8737806370571369,0.8678792702586756,0.005901366798461316
CheSS-ResNet50,copd,comorbidity,Enlarged Cardiomediastinum,0.7364416109788258,0.7305701922830734,0.005871418695752362
CheSS-ResNet50,copd,comorbidity,Lung Opacity,0.6722772673005586,0.6622260478403615,0.010051219460197047
CheSS-ResNet50,copd,comorbidity,Pleural Effusion,0.8758123198603898,0.8737342954527838,0.0020780244076059606
CheSS-ResNet50,copd,comorbidity,Pneumonia,0.7344637544969908,0.7325530387345272,0.0019107157624635995
CheSS-ResNet50,copd,comorbidity,Pneumothorax,0.648450814868513,0.6491366648760102,-0.0006858500074972129
CheSS-ResNet50,copd,comorbidity,Support Devices,0.6654474750448631,0.6649474960744728,0.0004999789703903357
CheSS-ResNet50,asthma,comorbidity,Atelectasis,0.6364743346179593,0.6357469829379941,0.0007273516799651825
CheSS-ResNet50,asthma,comorbidity,Cardiomegaly,0.852608579675221,0.8527688476529967,-0.00016026797777568547
CheSS-ResNet50,asthma,comorbidity,Consolidation,0.8419207313286385,0.8413185775856715,0.0006021537429670154
CheSS-ResNet50,asthma,comorbidity,Edema,0.8737806370571369,0.8737899426984521,-9.305641315182633e-06
CheSS-ResNet50,asthma,comorbidity,Enlarged Cardiomediastinum,0.7364416109788258,0.7369495865017794,-0.0005079755229536742
CheSS-ResNet50,asthma,comorbidity,Lung Opacity,0.6722772673005586,0.6711982475589477,0.0010790197416108427
CheSS-ResNet50,asthma,comorbidity,Pleural Effusion,0.8758123198603898,0.8751662955722547,0.0006460242881350942
CheSS-ResNet50,asthma,comorbidity,Pneumonia,0.7344637544969908,0.7343916825248105,7.20719721802876e-05
CheSS-ResNet50,asthma,comorbidity,Pneumothorax,0.648450814868513,0.6478939879744928,0.000556826894020146
CheSS-ResNet50,asthma,comorbidity,Support Devices,0.6654474750448631,0.6659213422498879,-0.0004738672050247361
CheSS-ResNet50,respiratory_failure,comorbidity,Atelectasis,0.6364743346179593,0.6342132720572714,0.002261062560687921
CheSS-ResNet50,respiratory_failure,comorbidity,Cardiomegaly,0.852608579675221,0.8459965857310486,0.006611993944172334
CheSS-ResNet50,respiratory_failure,comorbidity,Consolidation,0.8419207313286385,0.8359896163257196,0.005931115002918985
CheSS-ResNet50,respiratory_failure,comorbidity,Edema,0.8737806370571369,0.8681123824632715,0.0056682545938654405
CheSS-ResNet50,respiratory_failure,comorbidity,Enlarged Cardiomediastinum,0.7364416109788258,0.7309440049158921,0.005497606062933702
CheSS-ResNet50,respiratory_failure,comorbidity,Lung Opacity,0.6722772673005586,0.6655678378032661,0.006709429497292474
CheSS-ResNet50,respiratory_failure,comorbidity,Pleural Effusion,0.8758123198603898,0.8732901484211717,0.0025221714392180683
CheSS-ResNet50,respiratory_failure,comorbidity,Pneumonia,0.7344637544969908,0.7329247175910589,0.0015390369059318232
CheSS-ResNet50,respiratory_failure,comorbidity,Pneumothorax,0.648450814868513,0.6481011622309902,0.0003496526375227349
CheSS-ResNet50,respiratory_failure,comorbidity,Support Devices,0.6654474750448631,0.6625830669582773,0.0028644080865858346
CheSS-ResNet50,pulmonary_fibrosis,comorbidity,Atelectasis,0.6364743346179593,0.6360792970139981,0.00039503760396120136
CheSS-ResNet50,pulmonary_fibrosis,comorbidity,Cardiomegaly,0.852608579675221,0.8524214750530256,0.0001871046221953998
CheSS-ResNet50,pulmonary_fibrosis,comorbidity,Consolidation,0.8419207313286385,0.8411476692625853,0.0007730620660532095
CheSS-ResNet50,pulmonary_fibrosis,comorbidity,Edema,0.8737806370571369,0.872267469103504,0.0015131679536329878
CheSS-ResNet50,pulmonary_fibrosis,comorbidity,Enlarged Cardiomediastinum,0.7364416109788258,0.7359254423022762,0.0005161686765495777
CheSS-ResNet50,pulmonary_fibrosis,comorbidity,Lung Opacity,0.6722772673005586,0.6679635867479641,0.004313680552594512
CheSS-ResNet50,pulmonary_fibrosis,comorbidity,Pleural Effusion,0.8758123198603898,0.876396077089975,-0.0005837572295852578
CheSS-ResNet50,pulmonary_fibrosis,comorbidity,Pneumonia,0.7344637544969908,0.7325500357356861,0.0019137187613046391
CheSS-ResNet50,pulmonary_fibrosis,comorbidity,Pneumothorax,0.648450814868513,0.648428051504921,2.2763363591971064e-05
CheSS-ResNet50,pulmonary_fibrosis,comorbidity,Support Devices,0.6654474750448631,0.6652215819874383,0.0002258930574248197
CheSS-ResNet50,liver_disease,comorbidity,Atelectasis,0.6364743346179593,0.6350033472651939,0.0014709873527654072
CheSS-ResNet50,liver_disease,comorbidity,Cardiomegaly,0.852608579675221,0.8530466994628969,-0.00043811978767593907
CheSS-ResNet50,liver_disease,comorbidity,Consolidation,0.8419207313286385,0.8421706350685,-0.00024990373986144565
CheSS-ResNet50,liver_disease,comorbidity,Edema,0.8737806370571369,0.8722428503815431,0.0015377866755937886
CheSS-ResNet50,liver_disease,comorbidity,Enlarged Cardiomediastinum,0.7364416109788258,0.7378088434851627,-0.0013672325063369684
CheSS-ResNet50,liver_disease,comorbidity,Lung Opacity,0.6722772673005586,0.6724712723318979,-0.0001940050313392616
CheSS-ResNet50,liver_disease,comorbidity,Pleural Effusion,0.8758123198603898,0.8745756829926874,0.0012366368677023676
CheSS-ResNet50,liver_disease,comorbidity,Pneumonia,0.7344637544969908,0.734062738651783,0.0004010158452077972
CheSS-ResNet50,liver_disease,comorbidity,Pneumothorax,0.648450814868513,0.6496431727557742,-0.0011923578872612417
CheSS-ResNet50,liver_disease,comorbidity,Support Devices,0.6654474750448631,0.6631233526805742,0.0023241223642889164
CheSS-ResNet50,anemia,comorbidity,Atelectasis,0.6364743346179593,0.6245080123275857,0.011966322290373643
CheSS-ResNet50,anemia,comorbidity,Cardiomegaly,0.852608579675221,0.8399237538542974,0.012684825820923562
CheSS-ResNet50,anemia,comorbidity,Consolidation,0.8419207313286385,0.8323607954192594,0.009559935909379091
CheSS-ResNet50,anemia,comorbidity,Edema,0.8737806370571369,0.8650687898920475,0.008711847165089437
CheSS-ResNet50,anemia,comorbidity,Enlarged Cardiomediastinum,0.7364416109788258,0.7208367258109942,0.01560488516783154
CheSS-ResNet50,anemia,comorbidity,Lung Opacity,0.6722772673005586,0.6622625570289515,0.010014710271607052
CheSS-ResNet50,anemia,comorbidity,Pleural Effusion,0.8758123198603898,0.8629904828683808,0.012821836992009006
CheSS-ResNet50,anemia,comorbidity,Pneumonia,0.7344637544969908,0.7266401340169083,0.00782362048008245
CheSS-ResNet50,anemia,comorbidity,Pneumothorax,0.648450814868513,0.6497388341784809,-0.0012880193099679138
CheSS-ResNet50,anemia,comorbidity,Support Devices,0.6654474750448631,0.6608160540040378,0.0046314210408253675
CheSS-ResNet50,smoking_history,comorbidity,Atelectasis,0.6364743346179593,0.6360521570259398,0.00042217759201956806
CheSS-ResNet50,smoking_history,comorbidity,Cardiomegaly,0.852608579675221,0.8516660582151596,0.0009425214600613518
CheSS-ResNet50,smoking_history,comorbidity,Consolidation,0.8419207313286385,0.8423360782998597,-0.00041534697122114217
CheSS-ResNet50,smoking_history,comorbidity,Edema,0.8737806370571369,0.8737334020929919,4.7234964145048686e-05
CheSS-ResNet50,smoking_history,comorbidity,Enlarged Cardiomediastinum,0.7364416109788258,0.7365583634175692,-0.00011675243874342822
CheSS-ResNet50,smoking_history,comorbidity,Lung Opacity,0.6722772673005586,0.6720323625975355,0.00024490470302307443
CheSS-ResNet50,smoking_history,comorbidity,Pleural Effusion,0.8758123198603898,0.8756871883891422,0.00012513147124759705
CheSS-ResNet50,smoking_history,comorbidity,Pneumonia,0.7344637544969908,0.7343255010503567,0.00013825344663409567
CheSS-ResNet50,smoking_history,comorbidity,Pneumothorax,0.648450814868513,0.648379667837367,7.114703114596832e-05
CheSS-ResNet50,smoking_history,comorbidity,Support Devices,0.6654474750448631,0.6664872139973083,-0.001039738952445135
CheSS-ResNet50,cancer_history,comorbidity,Atelectasis,0.6364743346179593,0.6344056644170633,0.0020686702008960722
CheSS-ResNet50,cancer_history,comorbidity,Cardiomegaly,0.852608579675221,0.8528533483803622,-0.0002447687051412295
CheSS-ResNet50,cancer_history,comorbidity,Consolidation,0.8419207313286385,0.8392184918830967,0.002702239445541821
CheSS-ResNet50,cancer_history,comorbidity,Edema,0.8737806370571369,0.8731193475591067,0.0006612894980302375
CheSS-ResNet50,cancer_history,comorbidity,Enlarged Cardiomediastinum,0.7364416109788258,0.7334787618096628,0.0029628491691630066
CheSS-ResNet50,cancer_history,comorbidity,Lung Opacity,0.6722772673005586,0.6665980897966144,0.005679177503944199
CheSS-ResNet50,cancer_history,comorbidity,Pleural Effusion,0.8758123198603898,0.8720453761588848,0.003766943701504988
CheSS-ResNet50,cancer_history,comorbidity,Pneumonia,0.7344637544969908,0.7339498951953404,0.0005138593016503767
CheSS-ResNet50,cancer_history,comorbidity,Pneumothorax,0.648450814868513,0.6471611366899434,0.0012896781785696199
CheSS-ResNet50,cancer_history,comorbidity,Support Devices,0.6654474750448631,0.66432677209511,0.001120702949753083
CheSS-ResNet50,depression,comorbidity,Atelectasis,0.6364743346179593,0.6345492047983499,0.0019251298196094613
CheSS-ResNet50,depression,comorbidity,Cardiomegaly,0.852608579675221,0.8526822647721846,-7.368509696359382e-05
CheSS-ResNet50,depression,comorbidity,Consolidation,0.8419207313286385,0.8415053843574171,0.00041534697122147524
CheSS-ResNet50,depression,comorbidity,Edema,0.8737806370571369,0.8734084703009868,0.0003721667561501496
CheSS-ResNet50,depression,comorbidity,Enlarged Cardiomediastinum,0.7364416109788258,0.7367611439690709,-0.0003195329902451194
CheSS-ResNet50,depression,comorbidity,Lung Opacity,0.6722772673005586,0.6710841896559075,0.0011930776446510416
CheSS-ResNet50,depression,comorbidity,Pleural Effusion,0.8758123198603898,0.8758569507488616,-4.46308884718416e-05
CheSS-ResNet50,depression,comorbidity,Pneumonia,0.7344637544969908,0.7346329619316767,-0.00016920743468595845
CheSS-ResNet50,depression,comorbidity,Pneumothorax,0.648450814868513,0.6470882386308289,0.0013625762376840989
CheSS-ResNet50,depression,comorbidity,Support Devices,0.6654474750448631,0.6666153193696724,-0.0011678443248093195
