model,target,task,n_test,prevalence,linear_auroc,linear_auroc_ci_lo,linear_auroc_ci_hi,linear_auprc,mlp_auroc_mean,mlp_auroc_std,mlp_auroc_ensemble,perm_p,linear_mae,linear_mae_ci_lo,linear_mae_ci_hi,linear_r2,mlp_mae_mean,mlp_mae_std
DINOv2-base,ckd,binary,35471,0.2970179857206643,0.7300124961801987,0.724249394372789,0.7351889518914273,0.5226258873676434,0.7378216238856439,0.00019143561247464232,0.7395170598750939,,,,,,,
DINOv2-base,heart_failure,binary,35471,0.3393011188514108,0.798404260378744,0.7938066117554647,0.8030925428265092,0.6758949502734151,0.8043202439929539,0.0002561806555473135,0.8054454942212251,,,,,,,
DINOv2-base,copd,binary,35471,0.2060619985001062,0.73786422682222,0.7320074081642182,0.7445664986702774,0.43943438646457633,0.7481598766317566,0.0003668033738945086,0.7493680187147296,,,,,,,
DINOv2-base,smoking_history,binary,35471,0.0838900135684034,0.6715992941095015,0.6609939910037361,0.6816509898745304,0.13608682881882264,0.6850955743924637,0.0014442035416851397,0.6871198735221593,,,,,,,
DINOv2-base,cancer_history,binary,35471,0.30445676534465044,0.6814141103822151,0.6750248168850133,0.6869602299709289,0.4825636615294297,0.6918730373929822,0.0006081655232954155,0.6936217045928246,,,,,,,
DINOv2-base,atrial_fibrillation,binary,35471,0.3044264206725246,0.7950149510034705,0.7902204829645879,0.8000717717553752,0.6294475963897659,0.7990071539338579,0.00042386193754787146,0.8002054438937485,,,,,,,
DINOv2-base,coronary_artery_disease,binary,35471,0.3164342409280268,0.756987583447888,0.7518823067325517,0.7624375457261053,0.6007987371713417,0.7633147701487923,0.0003792789830350467,0.7645391007911885,,,,,,,
DINOv2-base,obesity,binary,35471,0.18592614106804575,0.8612781773654524,0.856515798407292,0.8658320527791817,0.6036003731916393,0.8654181049592765,0.00023207653287460496,0.8662071663127894,,,,,,,
DINOv2-base,anemia,binary,35471,0.48976300811069734,0.68478199902704,0.6793982166686791,0.6901170273541225,0.6451302656372009,0.6890644714448586,0.0003540757878191471,0.6906794510313854,,,,,,,
DINOv2-base,depression,binary,35471,0.2924229353701833,0.602639370228028,0.5964084376826048,0.608773298833912,0.36692546200866416,0.6085317358289325,0.0008387484434097195,0.6114311537127111,0.0,,,,,,
DINOv2-base,hypothyroidism,binary,35471,0.16934061027470598,0.6726762815039297,0.6647425837377443,0.679754853322398,0.2711006968579012,0.6794339015114693,0.0013206769086887469,0.6819334159003586,,,,,,,
DINOv2-base,respiratory_failure,binary,35471,0.16929292578993685,0.6644393140042983,0.6572626991185195,0.671261360950815,0.27403554739059943,0.6745027613105259,0.000506358465044545,0.6766634957439448,,,,,,,
DINOv2-base,aki,binary,35471,0.42907799881222286,0.7218036979658438,0.7166057735704097,0.7270561287997288,0.6370292875602763,0.7283746004114856,0.00037535792062322006,0.7298912778292684,,,,,,,
DINOv2-base,stroke,binary,35471,0.0635807580099097,0.6165943638081598,0.604438341366181,0.6286119181316338,0.08088744071888009,0.6121936080226114,0.002195472722897091,0.6138918776807483,0.0,,,,,,
DINOv2-base,pulmonary_fibrosis,binary,35471,0.020716741155611812,0.7481863573354998,0.7307300146560389,0.7638088233739623,0.0957462900133446,0.7128337712634826,0.00519300691306348,0.7166835439026603,,,,,,,
DINOv2-base,liver_disease,binary,35471,0.09961722363589862,0.7450605008336406,0.736260241060443,0.7529561522205832,0.33510148413569957,0.7491480421945079,0.0011063447479035553,0.7508143422240591,,,,,,,
