attribute,attribute_type,model,disease,auroc_baseline,auroc_residualized,auroc_drop,log_or,abs_log_or,odds_ratio,erank,norm_erank,log_erank
copd,comorbidity,ResNet50-ImageNet,Cardiomegaly,0.785237,0.781444,0.003792,0.2149035604066176,0.2149035604066176,1.2397423309544096,109.3609803716064,0.0533989161970734,4.694654157002491
copd,comorbidity,ResNet50-ImageNet,Consolidation,0.82605,0.820661,0.00539,0.177174686175407,0.177174686175407,1.1938396221906862,109.3609803716064,0.0533989161970734,4.694654157002491
copd,comorbidity,ResNet50-ImageNet,Edema,0.867714,0.860006,0.007709,0.3024748718448196,0.3024748718448196,1.353203672482073,109.3609803716064,0.0533989161970734,4.694654157002491
copd,comorbidity,ResNet50-ImageNet,Enlarged Cardiomediastinum,0.70378,0.699055,0.004724,0.0617646285138854,0.0617646285138854,1.0637119477990895,109.3609803716064,0.0533989161970734,4.694654157002491
copd,comorbidity,ResNet50-ImageNet,Lung Opacity,0.647063,0.63762,0.009443,0.2243858658601141,0.2243858658601141,1.2515538581728407,109.3609803716064,0.0533989161970734,4.694654157002491
copd,comorbidity,ResNet50-ImageNet,Pleural Effusion,0.849999,0.846554,0.003445,0.2276760827331979,0.2276760827331979,1.2556785235954864,109.3609803716064,0.0533989161970734,4.694654157002491
copd,comorbidity,ResNet50-ImageNet,Pneumonia,0.723065,0.720475,0.00259,0.1601132993020019,0.1601132993020019,1.173643836486692,109.3609803716064,0.0533989161970734,4.694654157002491
copd,comorbidity,ResNet50-ImageNet,Pneumothorax,0.676774,0.677075,-0.000301,0.2409736914772437,0.2409736914772437,1.2724875575999903,109.3609803716064,0.0533989161970734,4.694654157002491
copd,comorbidity,ResNet50-ImageNet,Support Devices,0.699298,0.697541,0.001757,0.1025442494586099,0.1025442494586099,1.107986328620283,109.3609803716064,0.0533989161970734,4.694654157002491
asthma,comorbidity,ResNet50-ImageNet,Atelectasis,0.645214,0.645311,-9.6e-05,-0.0653139965898682,0.0653139965898682,0.9367732735791404,109.3609803716064,0.0533989161970734,4.694654157002491
asthma,comorbidity,ResNet50-ImageNet,Cardiomegaly,0.785237,0.785163,7.4e-05,0.1340556078470783,0.1340556078470783,1.1434564030255632,109.3609803716064,0.0533989161970734,4.694654157002491
asthma,comorbidity,ResNet50-ImageNet,Consolidation,0.82605,0.824981,0.001069,-0.1704364143752287,0.1704364143752287,0.8432967094720091,109.3609803716064,0.0533989161970734,4.694654157002491
asthma,comorbidity,ResNet50-ImageNet,Edema,0.867714,0.867692,2.2e-05,-0.0441815607529702,0.0441815607529702,0.9567802279636776,109.3609803716064,0.0533989161970734,4.694654157002491
asthma,comorbidity,ResNet50-ImageNet,Enlarged Cardiomediastinum,0.70378,0.704061,-0.000282,0.0035892986083156,0.0035892986083156,1.003595747854347,109.3609803716064,0.0533989161970734,4.694654157002491
asthma,comorbidity,ResNet50-ImageNet,Lung Opacity,0.647063,0.647541,-0.000477,0.0139830046842011,0.0139830046842011,1.0140812241613872,109.3609803716064,0.0533989161970734,4.694654157002491
asthma,comorbidity,ResNet50-ImageNet,Pleural Effusion,0.849999,0.849696,0.000304,-0.1556829113899279,0.1556829113899279,0.8558305214612533,109.3609803716064,0.0533989161970734,4.694654157002491
asthma,comorbidity,ResNet50-ImageNet,Pneumonia,0.723065,0.723246,-0.000181,-0.0432332614186062,0.0432332614186062,0.9576879723556636,109.3609803716064,0.0533989161970734,4.694654157002491
asthma,comorbidity,ResNet50-ImageNet,Pneumothorax,0.676774,0.676191,0.000583,-0.0394183084556522,0.0394183084556522,0.9613484848252836,109.3609803716064,0.0533989161970734,4.694654157002491
asthma,comorbidity,ResNet50-ImageNet,Support Devices,0.699298,0.699539,-0.000241,0.1250045655881655,0.1250045655881655,1.1331536265678035,109.3609803716064,0.0533989161970734,4.694654157002491
respiratory_failure,comorbidity,ResNet50-ImageNet,Atelectasis,0.645214,0.644537,0.000677,0.0364615297577575,0.0364615297577575,1.037134404438505,109.3609803716064,0.0533989161970734,4.694654157002491
respiratory_failure,comorbidity,ResNet50-ImageNet,Cardiomegaly,0.785237,0.776937,0.008299,0.365324902981282,0.365324902981282,1.44098211148501,109.3609803716064,0.0533989161970734,4.694654157002491
respiratory_failure,comorbidity,ResNet50-ImageNet,Consolidation,0.82605,0.819519,0.006531,0.3861592867809558,0.3861592867809558,1.4713190138198466,109.3609803716064,0.0533989161970734,4.694654157002491
respiratory_failure,comorbidity,ResNet50-ImageNet,Edema,0.867714,0.860995,0.00672,0.2862608927203287,0.2862608927203287,1.331439772888303,109.3609803716064,0.0533989161970734,4.694654157002491
respiratory_failure,comorbidity,ResNet50-ImageNet,Enlarged Cardiomediastinum,0.70378,0.696745,0.007035,0.0869232899454643,0.0869232899454643,1.0908130001840557,109.3609803716064,0.0533989161970734,4.694654157002491
respiratory_failure,comorbidity,ResNet50-ImageNet,Lung Opacity,0.647063,0.643236,0.003827,0.2111978391772415,0.2111978391772415,1.2351566932747238,109.3609803716064,0.0533989161970734,4.694654157002491
respiratory_failure,comorbidity,ResNet50-ImageNet,Pleural Effusion,0.849999,0.845575,0.004424,0.2542871508029904,0.2542871508029904,1.289542044141387,109.3609803716064,0.0533989161970734,4.694654157002491
respiratory_failure,comorbidity,ResNet50-ImageNet,Pneumonia,0.723065,0.721597,0.001468,0.1140465028632011,0.1140465028632011,1.12080424427874,109.3609803716064,0.0533989161970734,4.694654157002491
respiratory_failure,comorbidity,ResNet50-ImageNet,Pneumothorax,0.676774,0.67675,2.4e-05,-0.1429095580021127,0.1429095580021127,0.8668324634101816,109.3609803716064,0.0533989161970734,4.694654157002491
respiratory_failure,comorbidity,ResNet50-ImageNet,Support Devices,0.699298,0.695441,0.003857,0.3493210535247676,0.3493210535247676,1.4181044046816034,109.3609803716064,0.0533989161970734,4.694654157002491
pulmonary_fibrosis,comorbidity,ResNet50-ImageNet,Atelectasis,0.645214,0.645819,-0.000605,-0.3417635813189391,0.3417635813189391,0.7105161641484208,109.3609803716064,0.0533989161970734,4.694654157002491
pulmonary_fibrosis,comorbidity,ResNet50-ImageNet,Cardiomegaly,0.785237,0.784945,0.000292,0.2227965031361407,0.2227965031361407,1.24956626504523,109.3609803716064,0.0533989161970734,4.694654157002491
pulmonary_fibrosis,comorbidity,ResNet50-ImageNet,Consolidation,0.82605,0.825928,0.000122,0.0357114787979853,0.0357114787979853,1.0363567924438095,109.3609803716064,0.0533989161970734,4.694654157002491
pulmonary_fibrosis,comorbidity,ResNet50-ImageNet,Edema,0.867714,0.865203,0.002511,0.3035337447344937,0.3035337447344937,1.3546373020468616,109.3609803716064,0.0533989161970734,4.694654157002491
pulmonary_fibrosis,comorbidity,ResNet50-ImageNet,Enlarged Cardiomediastinum,0.70378,0.704277,-0.000498,-0.2878675139380411,0.2878675139380411,0.7498609317802121,109.3609803716064,0.0533989161970734,4.694654157002491
pulmonary_fibrosis,comorbidity,ResNet50-ImageNet,Lung Opacity,0.647063,0.643854,0.003209,0.5916276754796344,0.5916276754796344,1.8069271140822416,109.3609803716064,0.0533989161970734,4.694654157002491
pulmonary_fibrosis,comorbidity,ResNet50-ImageNet,Pleural Effusion,0.849999,0.851159,-0.00116,-0.4517024526858588,0.4517024526858588,0.6365435433715441,109.3609803716064,0.0533989161970734,4.694654157002491
pulmonary_fibrosis,comorbidity,ResNet50-ImageNet,Pneumonia,0.723065,0.720727,0.002338,0.3056945781038908,0.3056945781038908,1.357567612348512,109.3609803716064,0.0533989161970734,4.694654157002491
pulmonary_fibrosis,comorbidity,ResNet50-ImageNet,Pneumothorax,0.676774,0.676834,-5.9e-05,-0.1046186723231352,0.1046186723231352,0.9006679067116622,109.3609803716064,0.0533989161970734,4.694654157002491
pulmonary_fibrosis,comorbidity,ResNet50-ImageNet,Support Devices,0.699298,0.699369,-7.2e-05,-0.1867527221797471,0.1867527221797471,0.8296488647853663,109.3609803716064,0.0533989161970734,4.694654157002491
liver_disease,comorbidity,ResNet50-ImageNet,Atelectasis,0.645214,0.644543,0.000671,0.0650867215486985,0.0650867215486985,1.0672515740804631,109.3609803716064,0.0533989161970734,4.694654157002491
liver_disease,comorbidity,ResNet50-ImageNet,Cardiomegaly,0.785237,0.785229,7e-06,-0.0299853202254221,0.0299853202254221,0.9704597795747448,109.3609803716064,0.0533989161970734,4.694654157002491
liver_disease,comorbidity,ResNet50-ImageNet,Consolidation,0.82605,0.825959,9.1e-05,0.0255957274847687,0.0255957274847687,1.025926110896083,109.3609803716064,0.0533989161970734,4.694654157002491
liver_disease,comorbidity,ResNet50-ImageNet,Edema,0.867714,0.866006,0.001708,0.122437013507441,0.122437013507441,1.1302479274792747,109.3609803716064,0.0533989161970734,4.694654157002491
liver_disease,comorbidity,ResNet50-ImageNet,Enlarged Cardiomediastinum,0.70378,0.70398,-0.000201,-0.0731513711186557,0.0731513711186557,0.9294601259577832,109.3609803716064,0.0533989161970734,4.694654157002491
liver_disease,comorbidity,ResNet50-ImageNet,Lung Opacity,0.647063,0.647483,-0.00042,0.0560783514921986,0.0560783514921986,1.0576805513396357,109.3609803716064,0.0533989161970734,4.694654157002491
liver_disease,comorbidity,ResNet50-ImageNet,Pleural Effusion,0.849999,0.849059,0.00094,0.2118868116599027,0.2118868116599027,1.2360079754694944,109.3609803716064,0.0533989161970734,4.694654157002491
liver_disease,comorbidity,ResNet50-ImageNet,Pneumonia,0.723065,0.722363,0.000702,0.0469234159457033,0.0469234159457033,1.0480417427204036,109.3609803716064,0.0533989161970734,4.694654157002491
liver_disease,comorbidity,ResNet50-ImageNet,Pneumothorax,0.676774,0.678035,-0.00126,-0.1380630582269061,0.1380630582269061,0.8710437635386925,109.3609803716064,0.0533989161970734,4.694654157002491
liver_disease,comorbidity,ResNet50-ImageNet,Support Devices,0.699298,0.696995,0.002303,0.3752056563559756,0.3752056563559756,1.4552906736217108,109.3609803716064,0.0533989161970734,4.694654157002491
anemia,comorbidity,ResNet50-ImageNet,Atelectasis,0.645214,0.637236,0.007978,0.069802869792296,0.069802869792296,1.072296778331317,109.3609803716064,0.0533989161970734,4.694654157002491
anemia,comorbidity,ResNet50-ImageNet,Cardiomegaly,0.785237,0.770521,0.014715,0.4131595724974206,0.4131595724974206,1.5115862142772476,109.3609803716064,0.0533989161970734,4.694654157002491
anemia,comorbidity,ResNet50-ImageNet,Consolidation,0.82605,0.814046,0.012004,0.343529027688116,0.343529027688116,1.4099144484457544,109.3609803716064,0.0533989161970734,4.694654157002491
anemia,comorbidity,ResNet50-ImageNet,Edema,0.867714,0.857987,0.009727,0.4118141996975195,0.4118141996975195,1.5095539346932307,109.3609803716064,0.0533989161970734,4.694654157002491
anemia,comorbidity,ResNet50-ImageNet,Enlarged Cardiomediastinum,0.70378,0.687991,0.015788,0.137313183795794,0.137313183795794,1.1471873727617448,109.3609803716064,0.0533989161970734,4.694654157002491
anemia,comorbidity,ResNet50-ImageNet,Lung Opacity,0.647063,0.639715,0.007348,0.1723756672800868,0.1723756672800868,1.1881240887316789,109.3609803716064,0.0533989161970734,4.694654157002491
anemia,comorbidity,ResNet50-ImageNet,Pleural Effusion,0.849999,0.836674,0.013325,0.5257526643489264,0.5257526643489264,1.691731675433278,109.3609803716064,0.0533989161970734,4.694654157002491
anemia,comorbidity,ResNet50-ImageNet,Pneumonia,0.723065,0.715432,0.007633,0.1683301770616986,0.1683301770616986,1.183327253669224,109.3609803716064,0.0533989161970734,4.694654157002491
anemia,comorbidity,ResNet50-ImageNet,Pneumothorax,0.676774,0.677137,-0.000363,-0.2878798827959024,0.2878798827959024,0.749851656914291,109.3609803716064,0.0533989161970734,4.694654157002491
anemia,comorbidity,ResNet50-ImageNet,Support Devices,0.699298,0.693591,0.005707,0.2891885342290291,0.2891885342290291,1.3353434627477423,109.3609803716064,0.0533989161970734,4.694654157002491
smoking_history,comorbidity,ResNet50-ImageNet,Atelectasis,0.645214,0.645397,-0.000183,-0.0899484575752141,0.0899484575752141,0.91397829271461,109.3609803716064,0.0533989161970734,4.694654157002491
smoking_history,comorbidity,ResNet50-ImageNet,Cardiomegaly,0.785237,0.784198,0.001039,-0.2420934026302796,0.2420934026302796,0.7849828546642574,109.3609803716064,0.0533989161970734,4.694654157002491
smoking_history,comorbidity,ResNet50-ImageNet,Consolidation,0.82605,0.826521,-0.00047,0.0091658859273231,0.0091658859273231,1.0092080212973462,109.3609803716064,0.0533989161970734,4.694654157002491
smoking_history,comorbidity,ResNet50-ImageNet,Edema,0.867714,0.867714,0.0,-0.044388129923683,0.044388129923683,0.9565826070773268,109.3609803716064,0.0533989161970734,4.694654157002491
smoking_history,comorbidity,ResNet50-ImageNet,Enlarged Cardiomediastinum,0.70378,0.704625,-0.000845,-0.1222007188618999,0.1222007188618999,0.8849707203587517,109.3609803716064,0.0533989161970734,4.694654157002491
smoking_history,comorbidity,ResNet50-ImageNet,Lung Opacity,0.647063,0.646925,0.000139,0.1077933254356631,0.1077933254356631,1.1138175238453272,109.3609803716064,0.0533989161970734,4.694654157002491
smoking_history,comorbidity,ResNet50-ImageNet,Pleural Effusion,0.849999,0.850096,-9.7e-05,-0.2618094120015047,0.2618094120015047,0.7696576972500687,109.3609803716064,0.0533989161970734,4.694654157002491
smoking_history,comorbidity,ResNet50-ImageNet,Pneumonia,0.723065,0.723058,8e-06,0.0255242509725274,0.0255242509725274,1.0258527838964695,109.3609803716064,0.0533989161970734,4.694654157002491
smoking_history,comorbidity,ResNet50-ImageNet,Pneumothorax,0.676774,0.676796,-2.1e-05,0.0564289348125436,0.0564289348125436,1.0580514215058372,109.3609803716064,0.0533989161970734,4.694654157002491
smoking_history,comorbidity,ResNet50-ImageNet,Support Devices,0.699298,0.699125,0.000173,0.1321697769984811,0.1321697769984811,1.1413020696593368,109.3609803716064,0.0533989161970734,4.694654157002491
cancer_history,comorbidity,ResNet50-ImageNet,Atelectasis,0.645214,0.64609,-0.000876,0.109445455021143,0.109445455021143,1.115659215667158,109.3609803716064,0.0533989161970734,4.694654157002491
cancer_history,comorbidity,ResNet50-ImageNet,Cardiomegaly,0.785237,0.786291,-0.001054,-0.1706322508746525,0.1706322508746525,0.843131577366425,109.3609803716064,0.0533989161970734,4.694654157002491
cancer_history,comorbidity,ResNet50-ImageNet,Consolidation,0.82605,0.823263,0.002787,0.1417421047353901,0.1417421047353901,1.1522794428028704,109.3609803716064,0.0533989161970734,4.694654157002491
cancer_history,comorbidity,ResNet50-ImageNet,Edema,0.867714,0.866959,0.000755,-0.066077938325283,0.066077938325283,0.9360579066629447,109.3609803716064,0.0533989161970734,4.694654157002491
cancer_history,comorbidity,ResNet50-ImageNet,Enlarged Cardiomediastinum,0.70378,0.701121,0.002659,0.1398276697775554,0.1398276697775554,1.1500755889968632,109.3609803716064,0.0533989161970734,4.694654157002491
cancer_history,comorbidity,ResNet50-ImageNet,Lung Opacity,0.647063,0.642747,0.004317,0.1456904151069654,0.1456904151069654,1.1568379930414412,109.3609803716064,0.0533989161970734,4.694654157002491
cancer_history,comorbidity,ResNet50-ImageNet,Pleural Effusion,0.849999,0.846047,0.003952,0.2768611335843879,0.2768611335843879,1.3189831958481524,109.3609803716064,0.0533989161970734,4.694654157002491
cancer_history,comorbidity,ResNet50-ImageNet,Pneumonia,0.723065,0.72271,0.000355,0.0306547313841372,0.0306547313841372,1.0311294257891466,109.3609803716064,0.0533989161970734,4.694654157002491
cancer_history,comorbidity,ResNet50-ImageNet,Pneumothorax,0.676774,0.675225,0.00155,0.3380976529740728,0.3380976529740728,1.402277433281242,109.3609803716064,0.0533989161970734,4.694654157002491
cancer_history,comorbidity,ResNet50-ImageNet,Support Devices,0.699298,0.699176,0.000122,-0.0787122733558624,0.0787122733558624,0.924305833604337,109.3609803716064,0.0533989161970734,4.694654157002491
depression,comorbidity,ResNet50-ImageNet,Atelectasis,0.645214,0.64661,-0.001396,-0.0451222822153099,0.0451222822153099,0.9558805874903858,109.3609803716064,0.0533989161970734,4.694654157002491
depression,comorbidity,ResNet50-ImageNet,Cardiomegaly,0.785237,0.785285,-4.8e-05,0.0369961639057644,0.0369961639057644,1.037689040157577,109.3609803716064,0.0533989161970734,4.694654157002491
depression,comorbidity,ResNet50-ImageNet,Consolidation,0.82605,0.825922,0.000128,-0.0895542427250649,0.0895542427250649,0.9143386675582026,109.3609803716064,0.0533989161970734,4.694654157002491
depression,comorbidity,ResNet50-ImageNet,Edema,0.867714,0.866866,0.000848,0.0532519426306497,0.0532519426306497,1.0546953343658008,109.3609803716064,0.0533989161970734,4.694654157002491
depression,comorbidity,ResNet50-ImageNet,Enlarged Cardiomediastinum,0.70378,0.703364,0.000416,-0.0372210851608232,0.0372210851608232,0.9634631044055462,109.3609803716064,0.0533989161970734,4.694654157002491
depression,comorbidity,ResNet50-ImageNet,Lung Opacity,0.647063,0.647022,4.1e-05,0.0653536103404184,0.0653536103404184,1.0675364495768784,109.3609803716064,0.0533989161970734,4.694654157002491
depression,comorbidity,ResNet50-ImageNet,Pleural Effusion,0.849999,0.850115,-0.000116,-0.0820892552302567,0.0820892552302567,0.9211897340250916,109.3609803716064,0.0533989161970734,4.694654157002491
depression,comorbidity,ResNet50-ImageNet,Pneumonia,0.723065,0.723145,-8e-05,-0.0021398064294344,0.0021398064294344,0.997862481324269,109.3609803716064,0.0533989161970734,4.694654157002491
depression,comorbidity,ResNet50-ImageNet,Pneumothorax,0.676774,0.675418,0.001357,-0.2922545245540283,0.2922545245540283,0.7465784892315832,109.3609803716064,0.0533989161970734,4.694654157002491
depression,comorbidity,ResNet50-ImageNet,Support Devices,0.699298,0.699371,-7.3e-05,0.1032966482702699,0.1032966482702699,1.1088202899136728,109.3609803716064,0.0533989161970734,4.694654157002491
sex,demographic,DINOv2-base,Atelectasis,0.706917,0.705311,0.001606,0.0788291055407928,0.0788291055407928,1.082019395149886,91.37791693219594,0.1189816626721301,4.515003840210997
sex,demographic,DINOv2-base,Cardiomegaly,0.809906,0.810013,-0.000107,-0.0940599369974005,0.0940599369974005,0.91022820426025,91.37791693219594,0.1189816626721301,4.515003840210997
