attribute,attribute_type,model,disease,auroc_baseline,auroc_residualized,auroc_drop,log_or,abs_log_or,odds_ratio,erank,norm_erank,log_erank,abs_log_or_z,log_erank_z,interaction_z,predicted_drop,residual
asthma,comorbidity,DINOv2-base,Pneumothorax,0.702207,0.701581,0.000626,-0.03941830845565228,0.03941830845565228,0.9613484848252837,91.37791693219594,0.11898166267213013,4.515003840210997,-0.8374319385345593,0.7075908835794991,-0.5925592053253615,-0.0004630643989562942,0.0010890643989562943
asthma,comorbidity,DINOv2-base,Support Devices,0.745245,0.745528,-0.000283,0.12500456558816556,0.12500456558816556,1.1331536265678035,91.37791693219594,0.11898166267213013,4.515003840210997,-0.3993130022324304,0.7075908835794991,-0.2825502400744279,0.0021307501431675636,-0.0024137501431675634
respiratory_failure,comorbidity,DINOv2-base,Atelectasis,0.696113,0.695964,0.000149,0.036461529757757585,0.036461529757757585,1.0371344044385047,91.37791693219594,0.11898166267213013,4.515003840210997,-0.8525677883941545,0.7075908835794991,-0.6032691947012392,-0.0005526738274018788,0.0007016738274018789
respiratory_failure,comorbidity,DINOv2-base,Cardiomegaly,0.813224,0.806198,0.007027,0.365324902981282,0.365324902981282,1.44098211148501,91.37791693219594,0.11898166267213013,4.515003840210997,0.8308949086874506,0.7075908835794991,0.5879336625998604,0.009414003398807071,-0.002387003398807071
respiratory_failure,comorbidity,DINOv2-base,Consolidation,0.88276,0.876748,0.006012,0.38615928678095585,0.38615928678095585,1.4713190138198466,91.37791693219594,0.11898166267213013,4.515003840210997,0.9375468219109792,0.7075908835794991,0.663399584113141,0.010045419346721613,-0.004033419346721613
respiratory_failure,comorbidity,DINOv2-base,Edema,0.889433,0.883427,0.006007,0.28626089272032873,0.28626089272032873,1.331439772888303,91.37791693219594,0.11898166267213013,4.515003840210997,0.4261635740565042,0.7075908835794991,0.3015494599160391,0.007017854923053901,-0.001010854923053901
respiratory_failure,comorbidity,DINOv2-base,Enlarged Cardiomediastinum,0.773702,0.769206,0.004496,0.08692328994546439,0.08692328994546439,1.0908130001840557,91.37791693219594,0.11898166267213013,4.515003840210997,-0.5942523363801587,0.7075908835794991,-0.4204875357684182,0.0009766423476633072,0.0035193576523366928
respiratory_failure,comorbidity,DINOv2-base,Lung Opacity,0.7188,0.711912,0.006888,0.21119783917724155,0.21119783917724155,1.2351566932747238,91.37791693219594,0.11898166267213013,4.515003840210997,0.04191327177995013,0.7075908835794991,0.029657449012482594,0.004742961191519087,0.0021450388084809134
respiratory_failure,comorbidity,DINOv2-base,Pleural Effusion,0.883672,0.881254,0.002418,0.25428715080299047,0.25428715080299047,1.289542044141387,91.37791693219594,0.11898166267213013,4.515003840210997,0.2624889110000982,0.7075908835794991,0.18573476046437998,0.006048844715925665,-0.0036308447159256654
respiratory_failure,comorbidity,DINOv2-base,Pneumonia,0.745943,0.744861,0.001082,0.11404650286320113,0.11404650286320113,1.12080424427874,91.37791693219594,0.11898166267213013,4.515003840210997,-0.4554076948366429,0.7075908835794991,-0.32224233317836304,0.0017986503014194837,-0.0007166503014194837
respiratory_failure,comorbidity,DINOv2-base,Pneumothorax,0.702207,0.702328,-0.000121,-0.14290955800211275,0.14290955800211275,0.8668324634101816,91.37791693219594,0.11898166267213013,4.515003840210997,-0.3076567422939854,0.7075908835794991,-0.21769510611899134,0.0026733866744976698,-0.00279438667449767
respiratory_failure,comorbidity,DINOv2-base,Support Devices,0.745245,0.742773,0.002472,0.3493210535247676,0.3493210535247676,1.4181044046816034,91.37791693219594,0.11898166267213013,4.515003840210997,0.7489706636562484,0.7075908835794991,0.5299648136716486,0.008928983737461248,-0.006456983737461248
pulmonary_fibrosis,comorbidity,DINOv2-base,Atelectasis,0.696113,0.698133,-0.00202,-0.34176358131893914,0.34176358131893914,0.7105161641484208,91.37791693219594,0.11898166267213013,4.515003840210997,0.710283708590274,0.7075908835794991,0.5025902769535154,0.008699943679326402,-0.010719943679326403
pulmonary_fibrosis,comorbidity,DINOv2-base,Cardiomegaly,0.813224,0.813106,0.000118,0.22279650313614072,0.22279650313614072,1.24956626504523,91.37791693219594,0.11898166267213013,4.515003840210997,0.1012872237022886,0.7075908835794991,0.07166991611481677,0.0050944753744470795,-0.004976475374447079
pulmonary_fibrosis,comorbidity,DINOv2-base,Consolidation,0.88276,0.882623,0.000138,0.035711478797985315,0.035711478797985315,1.0363567924438097,91.37791693219594,0.11898166267213013,4.515003840210997,-0.8564073245495798,0.7075908835794991,-0.6059860154819919,-0.0005754051998438231,0.0007134051998438231
pulmonary_fibrosis,comorbidity,DINOv2-base,Edema,0.889433,0.887708,0.001725,0.30353374473449374,0.30353374473449374,1.3546373020468616,91.37791693219594,0.11898166267213013,4.515003840210997,0.5145838859721567,0.7075908835794991,0.36411486655081055,0.007541333530944496,-0.005816333530944496
pulmonary_fibrosis,comorbidity,DINOv2-base,Enlarged Cardiomediastinum,0.773702,0.773429,0.000273,-0.2878675139380411,0.2878675139380411,0.7498609317802121,91.37791693219594,0.11898166267213013,4.515003840210997,0.43438792224659667,0.7075908835794991,0.3073689337187321,0.007066545888377164,-0.006793545888377164
pulmonary_fibrosis,comorbidity,DINOv2-base,Lung Opacity,0.7188,0.714311,0.004489,0.5916276754796344,0.5916276754796344,1.8069271140822418,91.37791693219594,0.11898166267213013,4.515003840210997,1.9893464322269203,0.7075908835794991,1.4076433997251705,0.01627243420178447,-0.01178343420178447
pulmonary_fibrosis,comorbidity,DINOv2-base,Pleural Effusion,0.883672,0.884263,-0.00059,-0.4517024526858588,0.4517024526858588,0.6365435433715441,91.37791693219594,0.11898166267213013,4.515003840210997,1.2730644983490258,0.7075908835794991,0.9008088332404789,0.012031799199713106,-0.012621799199713107
pulmonary_fibrosis,comorbidity,DINOv2-base,Pneumonia,0.745943,0.743808,0.002135,0.3056945781038908,0.3056945781038908,1.3575676123485119,91.37791693219594,0.11898166267213013,4.515003840210997,0.5256452648552242,0.7075908835794991,0.3719417974082879,0.007606820692136399,-0.005471820692136399
pulmonary_fibrosis,comorbidity,DINOv2-base,Pneumothorax,0.702207,0.702206,1e-06,-0.10461867232313529,0.10461867232313529,0.9006679067116622,91.37791693219594,0.11898166267213013,4.515003840210997,-0.5036690772856394,0.7075908835794991,-0.35639164742821655,0.0015129263455554015,-0.0015119263455554016
pulmonary_fibrosis,comorbidity,DINOv2-base,Support Devices,0.745245,0.744543,0.000702,-0.18675272217974714,0.18675272217974714,0.8296488647853663,91.37791693219594,0.11898166267213013,4.515003840210997,-0.0832221064401915,0.7075908835794991,-0.058887203829362224,0.0040021167840595066,-0.0033001167840595066
liver_disease,comorbidity,DINOv2-base,Atelectasis,0.696113,0.695831,0.000282,0.06508672154869855,0.06508672154869855,1.0672515740804633,91.37791693219594,0.11898166267213013,4.515003840210997,-0.7060344663507114,0.7075908835794991,-0.49958355188268,0.0003148537550167361,-3.2853755016736094e-05
liver_disease,comorbidity,DINOv2-base,Cardiomegaly,0.813224,0.813395,-0.000171,-0.029985320225422153,0.029985320225422153,0.9704597795747447,91.37791693219594,0.11898166267213013,4.515003840210997,-0.8857197233734283,0.7075908835794991,-0.6267272016655936,-0.0007489446660343497,0.0005779446660343497
liver_disease,comorbidity,DINOv2-base,Consolidation,0.88276,0.883036,-0.000276,0.025595727484768776,0.025595727484768776,1.0259261108960833,91.37791693219594,0.11898166267213013,4.515003840210997,-0.9081901966336035,0.7075908835794991,-0.6426271036942105,-0.0008819775835397789,0.0006059775835397789
liver_disease,comorbidity,DINOv2-base,Edema,0.889433,0.888172,0.001262,0.12243701350744104,0.12243701350744104,1.1302479274792747,91.37791693219594,0.11898166267213013,4.515003840210997,-0.4124563879136814,0.7075908835794991,-0.2918503799618504,0.002052936786820734,-0.0007909367868207339
liver_disease,comorbidity,DINOv2-base,Enlarged Cardiomediastinum,0.773702,0.774432,-0.00073,-0.07315137111865574,0.07315137111865574,0.9294601259577832,91.37791693219594,0.11898166267213013,4.515003840210997,-0.6647512532553135,0.7075908835794991,-0.4703719266515066,0.0005592645521766146,-0.0012892645521766146
liver_disease,comorbidity,DINOv2-base,Lung Opacity,0.7188,0.718823,-2.3e-05,0.05607835149219869,0.05607835149219869,1.0576805513396357,91.37791693219594,0.11898166267213013,4.515003840210997,-0.7521486164397722,0.7075908835794991,-0.5322135040897161,4.184215202999997e-05,-6.484215202999997e-05
liver_disease,comorbidity,DINOv2-base,Pleural Effusion,0.883672,0.883094,0.000578,0.21188681165990278,0.21188681165990278,1.2360079754694944,91.37791693219594,0.11898166267213013,4.515003840210997,0.045440145151426296,0.7075908835794991,0.03215303245767842,0.00476384149291938,-0.00418584149291938
liver_disease,comorbidity,DINOv2-base,Pneumonia,0.745943,0.745292,0.000651,0.046923415945703366,0.046923415945703366,1.0480417427204036,91.37791693219594,0.11898166267213013,4.515003840210997,-0.7990130402144316,0.7075908835794991,-0.5653743431168715,-0.0002356113288009224,0.0008866113288009224
liver_disease,comorbidity,DINOv2-base,Pneumothorax,0.702207,0.70385,-0.001643,-0.1380630582269061,0.1380630582269061,0.8710437635386925,91.37791693219594,0.11898166267213013,4.515003840210997,-0.3324661380713293,0.7075908835794991,-0.23525000839815563,0.0025265065325624117,-0.004169506532562412
liver_disease,comorbidity,DINOv2-base,Support Devices,0.745245,0.742769,0.002476,0.3752056563559756,0.3752056563559756,1.4552906736217108,91.37791693219594,0.11898166267213013,4.515003840210997,0.8814748183998465,0.7075908835794991,0.6237235456046258,0.009713453832195441,-0.0072374538321954415
anemia,comorbidity,DINOv2-base,Atelectasis,0.696113,0.685736,0.010377,0.06980286979229607,0.06980286979229607,1.0722967783313173,91.37791693219594,0.11898166267213013,4.515003840210997,-0.6818923444592383,0.7075908835794991,-0.48250080652200855,0.0004577834064222767,0.009919216593577723
anemia,comorbidity,DINOv2-base,Cardiomegaly,0.813224,0.799133,0.014091,0.41315957249742064,0.41315957249742064,1.5115862142772476,91.37791693219594,0.11898166267213013,4.515003840210997,1.075762194965975,0.7075908835794991,0.7611995220573956,0.010863701814950503,0.0032272981850494965
anemia,comorbidity,DINOv2-base,Consolidation,0.88276,0.875005,0.007755,0.343529027688116,0.343529027688116,1.4099144484457544,91.37791693219594,0.11898166267213013,4.515003840210997,0.7193210880864312,0.7075908835794991,0.5089850442964445,0.008753448069156426,-0.0009984480691564261
anemia,comorbidity,DINOv2-base,Edema,0.889433,0.880901,0.008532,0.4118141996975195,0.4118141996975195,1.5095539346932307,91.37791693219594,0.11898166267213013,4.515003840210997,1.0688751862361752,0.7075908835794991,0.7563263374650568,0.010822928358441494,-0.0022909283584414946
anemia,comorbidity,DINOv2-base,Enlarged Cardiomediastinum,0.773702,0.757696,0.016006,0.137313183795794,0.137313183795794,1.1471873727617448,91.37791693219594,0.11898166267213013,4.515003840210997,-0.33630477057059055,0.7075908835794991,-0.23796618976004488,0.002503780510075251,0.01350221948992475
anemia,comorbidity,DINOv2-base,Lung Opacity,0.7188,0.713049,0.005751,0.17237566728008683,0.17237566728008683,1.1881240887316789,91.37791693219594,0.11898166267213013,4.515003840210997,-0.15681873527797277,0.7075908835794991,-0.11096350745716031,0.0035663994700763316,0.0021846005299236684
anemia,comorbidity,DINOv2-base,Pleural Effusion,0.883672,0.873462,0.01021,0.5257526643489264,0.5257526643489264,1.691731675433278,91.37791693219594,0.11898166267213013,4.515003840210997,1.652130028887877,0.7075908835794991,1.1690321469289962,0.01427599730223824,-0.00406599730223824
anemia,comorbidity,DINOv2-base,Pneumonia,0.745943,0.739442,0.006501,0.16833017706169862,0.16833017706169862,1.1833272536692239,91.37791693219594,0.11898166267213013,4.515003840210997,-0.17752773612324507,0.7075908835794991,-0.12561700766331513,0.003443795074113222,0.003057204925886778
anemia,comorbidity,DINOv2-base,Pneumothorax,0.702207,0.70245,-0.000243,-0.28787988279590243,0.28787988279590243,0.749851656914291,91.37791693219594,0.11898166267213013,4.515003840210997,0.4344512388470771,0.7075908835794991,0.30741373596801125,0.007066920744393364,-0.007309920744393364
anemia,comorbidity,DINOv2-base,Support Devices,0.745245,0.740867,0.004378,0.2891885342290291,0.2891885342290291,1.3353434627477425,91.37791693219594,0.11898166267213013,4.515003840210997,0.441150269662083,0.7075908835794991,0.31215390910152757,0.007106581307099824,-0.0027285813070998238
smoking_history,comorbidity,DINOv2-base,Atelectasis,0.696113,0.69724,-0.001127,-0.08994845757521418,0.08994845757521418,0.91397829271461,91.37791693219594,0.11898166267213013,4.515003840210997,-0.578766401272265,0.7075908835794991,-0.40952982926236886,0.001068324400989442,-0.002195324400989442
smoking_history,comorbidity,DINOv2-base,Cardiomegaly,0.813224,0.812126,0.001099,-0.24209340263027967,0.24209340263027967,0.7849828546642574,91.37791693219594,0.11898166267213013,4.515003840210997,0.2000687029205163,0.7075908835794991,0.14156679027613242,0.0056792956505377105,-0.00458029565053771
smoking_history,comorbidity,DINOv2-base,Consolidation,0.88276,0.883143,-0.000383,0.009165885927323147,0.009165885927323147,1.0092080212973462,91.37791693219594,0.11898166267213013,4.515003840210997,-0.9922951095942856,0.7075908835794991,-0.7021389733694364,-0.0013799075478155972,0.0009969075478155971
smoking_history,comorbidity,DINOv2-base,Edema,0.889433,0.889406,2.7e-05,-0.04438812992368306,0.04438812992368306,0.9565826070773267,91.37791693219594,0.11898166267213013,4.515003840210997,-0.8119912548531372,0.7075908835794991,-0.5745576094803575,-0.0003124468158602284,0.0003394468158602284
smoking_history,comorbidity,DINOv2-base,Enlarged Cardiomediastinum,0.773702,0.774462,-0.00076,-0.12220071886189997,0.12220071886189997,0.8849707203587517,91.37791693219594,0.11898166267213013,4.515003840210997,-0.41366598817226097,0.7075908835794991,-0.29270628207759675,0.002045775537943108,-0.0028057755379431084
smoking_history,comorbidity,DINOv2-base,Lung Opacity,0.7188,0.718008,0.000792,0.1077933254356631,0.1077933254356631,1.1138175238453272,91.37791693219594,0.11898166267213013,4.515003840210997,-0.4874179209506283,0.7075908835794991,-0.3448924773579375,0.001609138771304129,-0.0008171387713041291
smoking_history,comorbidity,DINOv2-base,Pleural Effusion,0.883672,0.883718,-4.5e-05,-0.26180941200150476,0.26180941200150476,0.7696576972500687,91.37791693219594,0.11898166267213013,4.515003840210997,0.30099561973228645,0.7075908835794991,0.21298175651992746,0.006276817653872361,-0.006321817653872361
smoking_history,comorbidity,DINOv2-base,Pneumonia,0.745943,0.74593,1.3e-05,0.025524250972527477,0.025524250972527477,1.0258527838964695,91.37791693219594,0.11898166267213013,4.515003840210997,-0.9085560873100149,0.7075908835794991,-0.6428860046012259,-0.0008841437819819501,0.0008971437819819501
smoking_history,comorbidity,DINOv2-base,Pneumothorax,0.702207,0.701946,0.000261,0.056428934812543685,0.056428934812543685,1.0580514215058372,91.37791693219594,0.11898166267213013,4.515003840210997,-0.7503539686009608,0.7075908835794991,-0.5309436276397376,5.2467083473478615e-05,0.00020853291652652139
smoking_history,comorbidity,DINOv2-base,Support Devices,0.745245,0.744956,0.000289,0.13216977699848115,0.13216977699848115,1.1413020696593368,91.37791693219594,0.11898166267213013,4.515003840210997,-0.3626340434060513,0.7075908835794991,-0.25659654318969427,0.0023479021740677214,-0.0020589021740677216
cancer_history,comorbidity,DINOv2-base,Atelectasis,0.696113,0.696197,-8.4e-05,0.10944545502114306,0.10944545502114306,1.115659215667158,91.37791693219594,0.11898166267213013,4.515003840210997,-0.47896061389135297,0.7075908835794991,-0.33890816398316176,0.001659208933125273,-0.001743208933125273
cancer_history,comorbidity,DINOv2-base,Cardiomegaly,0.813224,0.814008,-0.000783,-0.17063225087465253,0.17063225087465253,0.843131577366425,91.37791693219594,0.11898166267213013,4.515003840210997,-0.1657433426468629,0.7075908835794991,-0.1172784782709134,0.00351356272996289,-0.00429656272996289
cancer_history,comorbidity,DINOv2-base,Consolidation,0.88276,0.880759,0.002001,0.14174210473539017,0.14174210473539017,1.1522794428028704,91.37791693219594,0.11898166267213013,4.515003840210997,-0.3136329749338473,0.7075908835794991,-0.22192383385310788,0.0026380053251790925,-0.0006370053251790924
cancer_history,comorbidity,DINOv2-base,Edema,0.889433,0.889,0.000433,-0.066077938325283,0.066077938325283,0.9360579066629449,91.37791693219594,0.11898166267213013,4.515003840210997,-0.7009603942467096,0.7075908835794991,-0.4959931847192633,0.000344894004183389,8.810599581661103e-05
cancer_history,comorbidity,DINOv2-base,Enlarged Cardiomediastinum,0.773702,0.770417,0.003285,0.13982766977755542,0.13982766977755542,1.1500755889968632,91.37791693219594,0.11898166267213013,4.515003840210997,-0.3234330320393652,0.7075908835794991,-0.22885826491953085,0.0025799856220170107,0.0007050143779829894
cancer_history,comorbidity,DINOv2-base,Lung Opacity,0.7188,0.712602,0.006198,0.14569041510696543,0.14569041510696543,1.1568379930414412,91.37791693219594,0.11898166267213013,4.515003840210997,-0.2934214410013969,0.7075908835794991,-0.2076223366993483,0.002757664546200453,0.0034403354537995475
cancer_history,comorbidity,DINOv2-base,Pleural Effusion,0.883672,0.880491,0.003182,0.2768611335843879,0.2768611335843879,1.3189831958481524,91.37791693219594,0.11898166267213013,4.515003840210997,0.3780458900718151,0.7075908835794991,0.26750182538951384,0.00673298171144102,-0.0035509817114410197
cancer_history,comorbidity,DINOv2-base,Pneumonia,0.745943,0.746029,-8.6e-05,0.030654731384137233,0.030654731384137233,1.0311294257891466,91.37791693219594,0.11898166267213013,4.515003840210997,-0.8822929850788569,0.7075908835794991,-0.6243024728879422,-0.0007286571986732434,0.0006426571986732434
cancer_history,comorbidity,DINOv2-base,Pneumothorax,0.702207,0.701127,0.00108,0.3380976529740728,0.3380976529740728,1.402277433281242,91.37791693219594,0.11898166267213013,4.515003840210997,0.6915176977747067,0.7075908835794991,0.4893116187792657,0.008588842451513905,-0.007508842451513905
cancer_history,comorbidity,DINOv2-base,Support Devices,0.745245,0.745188,5.7e-05,-0.07871227335586245,0.07871227335586245,0.924305833604337,91.37791693219594,0.11898166267213013,4.515003840210997,-0.6362848071847376,0.7075908835794991,-0.45022932892405965,0.0007277956875884977,-0.0006707956875884977
depression,comorbidity,DINOv2-base,Atelectasis,0.696113,0.697452,-0.001339,-0.04512228221530998,0.04512228221530998,0.9558805874903858,91.37791693219594,0.11898166267213013,4.515003840210997,-0.8082331045160643,0.7075908835794991,-0.5718983765627236,-0.00029019727540880846,-0.0010488027245911915
depression,comorbidity,DINOv2-base,Cardiomegaly,0.813224,0.813075,0.000149,0.03699616390576443,0.03699616390576443,1.0376890401575767,91.37791693219594,0.11898166267213013,4.515003840210997,-0.8498309781621928,0.7075908835794991,-0.601332652731016,-0.0005364709710756676,0.0006854709710756677
depression,comorbidity,DINOv2-base,Consolidation,0.88276,0.882632,0.000128,-0.0895542427250649,0.0895542427250649,0.9143386675582026,91.37791693219594,0.11898166267213013,4.515003840210997,-0.5807844003834365,0.7075908835794991,-0.4109577470365054,0.0010563771533202838,-0.0009283771533202839
depression,comorbidity,DINOv2-base,Edema,0.889433,0.888793,0.00064,0.0532519426306497,0.0532519426306497,1.0546953343658008,91.37791693219594,0.11898166267213013,4.515003840210997,-0.7666170987109328,0.7075908835794991,-0.542451270244021,-4.3816231134514647e-05,0.0006838162311345147
depression,comorbidity,DINOv2-base,Enlarged Cardiomediastinum,0.773702,0.773498,0.000204,-0.037221085160823286,0.037221085160823286,0.9634631044055462,91.37791693219594,0.11898166267213013,4.515003840210997,-0.8486795986730121,0.7075908835794991,-0.6005179471009313,-0.0005296544091444562,0.0007336544091444562
depression,comorbidity,DINOv2-base,Lung Opacity,0.7188,0.718354,0.000446,0.06535361034041848,0.06535361034041848,1.0675364495768784,91.37791693219594,0.11898166267213013,4.515003840210997,-0.7046682536261819,0.7075908835794991,-0.4986168322137726,0.00032294220346963665,0.00012305779653036335
depression,comorbidity,DINOv2-base,Pleural Effusion,0.883672,0.883685,-1.2e-05,-0.0820892552302567,0.0820892552302567,0.9211897340250917,91.37791693219594,0.11898166267213013,4.515003840210997,-0.6189979230950357,0.7075908835794991,-0.4379972873366911,0.0008301399772883094,-0.0008421399772883094
depression,comorbidity,DINOv2-base,Pneumonia,0.745943,0.745924,1.9e-05,-0.0021398064294344057,0.0021398064294344057,0.997862481324269,91.37791693219594,0.11898166267213013,4.515003840210997,-1.0282618474693062,0.7075908835794991,-0.7275887092018944,-0.00159284298612464,0.00161184298612464
depression,comorbidity,DINOv2-base,Pneumothorax,0.702207,0.701056,0.001151,-0.29225452455402834,0.29225452455402834,0.7465784892315832,91.37791693219594,0.11898166267213013,4.515003840210997,0.45684517752353426,0.7075908835794991,0.3232594828229107,0.007199500550883099,-0.006048500550883099
depression,comorbidity,DINOv2-base,Support Devices,0.745245,0.745325,-8e-05,0.10329664827026998,0.10329664827026998,1.1088202899136728,91.37791693219594,0.11898166267213013,4.515003840210997,-0.5104365629920232,0.7075908835794991,-0.36118025861880837,0.0014728605063862661,-0.0015528605063862661
sex,demographic,BiomedCLIP,Atelectasis,0.713849,0.714943,-0.001094,0.07882910554079287,0.07882910554079287,1.082019395149886,27.991858015520755,0.054671597686563975,3.3319136827290285,-0.6356867392903989,-0.4496354519052032,0.2858272942909836,0.0008233624580652925,-0.0019173624580652924
sex,demographic,BiomedCLIP,Cardiomegaly,0.851057,0.851135,-7.8e-05,-0.09405993699740053,0.09405993699740053,0.9102282042602499,27.991858015520755,0.054671597686563975,3.3319136827290285,-0.5577195994675384,-0.4496354519052032,0.2507705041429755,0.0012820979083842886,-0.0013600979083842886
sex,demographic,BiomedCLIP,Consolidation,0.885102,0.882541,0.002561,0.2747962991139378,0.2747962991139378,1.316262523714864,27.991858015520755,0.054671597686563975,3.3319136827290285,0.3674759327896209,-0.4496354519052032,-0.16523020710414726,0.006725673113110063,-0.004164673113110063
sex,demographic,BiomedCLIP,Edema,0.887578,0.887451,0.000127,0.014493927574757521,0.014493927574757521,1.0145994738532362,27.991858015520755,0.054671597686563975,3.3319136827290285,-0.9650206847350099,-0.4496354519052032,0.4339075116786948,-0.0011143404782243925,0.0012413404782243924
sex,demographic,BiomedCLIP,Enlarged Cardiomediastinum,0.786235,0.786848,-0.000613,0.03783150514632934,0.03783150514632934,1.0385562267556403,27.991858015520755,0.054671597686563975,3.3319136827290285,-0.8455548381833298,-0.4496354519052032,0.38019143177719245,-0.0004114389861325108,-0.00020156101386748925
sex,demographic,BiomedCLIP,Lung Opacity,0.756644,0.75602,0.000624,0.05034743655566229,0.05034743655566229,1.0516364098427677,27.991858015520755,0.054671597686563975,3.3319136827290285,-0.7814853632511884,-0.4496354519052032,0.35138352446275,-3.447326055282425e-05,0.0006584732605528242
sex,demographic,BiomedCLIP,Pleural Effusion,0.892533,0.893514,-0.000981,0.04215680520892045,0.04215680520892045,1.0430580228593347,27.991858015520755,0.054671597686563975,3.3319136827290285,-0.8234134813101588,-0.4496354519052032,0.37023589277372987,-0.00028116583081394617,-0.0006998341691860539
sex,demographic,BiomedCLIP,Pneumonia,0.764298,0.764314,-1.7e-05,0.14219674375050403,0.14219674375050403,1.1528034330980725,27.991858015520755,0.054671597686563975,3.3319136827290285,-0.3113056624846683,-0.4496354519052032,0.1399740622319425,0.0027319241890909436,-0.0027489241890909437
sex,demographic,BiomedCLIP,Pneumothorax,0.707989,0.707838,0.000151,0.14289913844303473,0.14289913844303473,1.1536134405501774,27.991858015520755,0.054671597686563975,3.3319136827290285,-0.3077100803682621,-0.4496354519052032,0.13835736104216992,0.0027530795243395616,-0.0026020795243395616
sex,demographic,BiomedCLIP,Support Devices,0.750065,0.749943,0.000122,0.03434955381642698,0.03434955381642698,1.0349463129400267,27.991858015520755,0.054671597686563975,3.3319136827290285,-0.8633790644554362,-0.4496354519052032,0.38820583581191165,-0.0005163114296272897,0.0006383114296272897
age,demographic,BiomedCLIP,Atelectasis,0.713849,0.694481,0.019368,0.008299791598117607,0.008299791598117607,1.0083343303571106,27.991858015520755,0.054671597686563975,3.3319136827290285,-0.9967286756709202,-0.4496354519052032,0.4481645485121689,-0.0013009008616595508,0.02066890086165955
age,demographic,BiomedCLIP,Cardiomegaly,0.851057,0.821122,0.029935,0.5927949816694053,0.5927949816694053,1.8090375828289462,27.991858015520755,0.054671597686563975,3.3319136827290285,1.995321911974907,-0.4496354519052032,-0.8971674695871914,0.016303434462418616,0.013631565537581384
age,demographic,BiomedCLIP,Consolidation,0.885102,0.881105,0.003997,0.04080488365008132,0.04080488365008132,1.0416488429960586,27.991858015520755,0.054671597686563975,3.3319136827290285,-0.8303340133577917,-0.4496354519052032,0.37334760932839167,-0.0003218841820646235,0.004318884182064623
age,demographic,BiomedCLIP,Edema,0.887578,0.87776,0.009818,0.3451058427560672,0.3451058427560672,1.4121393764816168,27.991858015520755,0.054671597686563975,3.3319136827290285,0.7273928575908079,-0.4496354519052032,-0.32706161623546,0.008843317199467715,0.0009746828005322856
age,demographic,BiomedCLIP,Enlarged Cardiomediastinum,0.786235,0.764466,0.021769,0.19777791051139573,0.19777791051139573,1.2186917051466384,27.991858015520755,0.054671597686563975,3.3319136827290285,-0.026783795591830667,-0.4496354519052032,0.012042944034669371,0.004405966189749506,0.017363033810250495
age,demographic,BiomedCLIP,Lung Opacity,0.756644,0.739087,0.017557,0.12523913534824602,0.12523913534824602,1.1334194613192998,27.991858015520755,0.054671597686563975,3.3319136827290285,-0.3981122317206883,-0.4496354519052032,0.17900537321872068,0.002221180166421833,0.015335819833578167
age,demographic,BiomedCLIP,Pleural Effusion,0.892533,0.873091,0.019442,0.6285128784075926,0.6285128784075926,1.8748204191976376,27.991858015520755,0.054671597686563975,3.3319136827290285,2.1781630298152987,-0.4496354519052032,-0.9793793182342084,0.017379217192423902,0.002062782807576099
age,demographic,BiomedCLIP,Pneumonia,0.764298,0.760908,0.003389,0.04667562312908584,0.04667562312908584,1.047782077677937,27.991858015520755,0.054671597686563975,3.3319136827290285,-0.8002814999984796,-0.4496354519052032,0.35983493390319027,-0.0001450641360757187,0.003534064136075719
age,demographic,BiomedCLIP,Pneumothorax,0.707989,0.712943,-0.004954,-0.14034426449037196,0.14034426449037196,0.869058997740351,27.991858015520755,0.054671597686563975,3.3319136827290285,-0.3207885662844478,-0.4496354519052032,0.1442379119673299,0.002676129604926294,-0.007630129604926294
age,demographic,BiomedCLIP,Support Devices,0.750065,0.748021,0.002044,0.13402280687297669,0.13402280687297669,1.143418897156819,27.991858015520755,0.054671597686563975,3.3319136827290285,-0.35314832099277804,-0.4496354519052032,0.1587880048991515,0.0024857344373971964,-0.00044173443739719664
bmi,demographic,BiomedCLIP,Atelectasis,0.713849,0.714691,-0.000842,0.0614559170400696,0.0614559170400696,1.0633836183981034,27.991858015520755,0.054671597686563975,3.3319136827290285,-0.7246206770641741,-0.4496354519052032,0.32581514559160424,0.00030010163195336257,-0.0011421016319533624
bmi,demographic,BiomedCLIP,Cardiomegaly,0.851057,0.840967,0.01009,0.41282593337506707,0.41282593337506707,1.5110819741011567,27.991858015520755,0.054671597686563975,3.3319136827290285,1.0740542850480543,-0.4496354519052032,-0.48293288382830185,0.010882969883843838,-0.0007929698838438377
bmi,demographic,BiomedCLIP,Consolidation,0.885102,0.878491,0.006611,-0.3136121607888581,0.3136121607888581,0.7308024070321975,27.991858015520755,0.054671597686563975,3.3319136827290285,0.5661756376071396,-0.4496354519052032,-0.2545726386732028,0.007894763049906616,-0.0012837630499066164
bmi,demographic,BiomedCLIP,Edema,0.887578,0.887699,-0.000121,-0.08050155155657943,0.08050155155657943,0.922653472033581,27.991858015520755,0.054671597686563975,3.3319136827290285,-0.6271254317392969,-0.4496354519052032,0.28197782690134443,0.0008737346441387724,-0.0009947346441387724
