model,dimension,disease,subgroup,n,n_pos,prevalence,auroc,auroc_ci_lo,auroc_ci_hi,auprc,auprc_ci_lo,auprc_ci_hi,ece,brier,tpr,fpr,sufficient_data
ResNet50-ImageNet,Age,Cardiomegaly,<50,1629,953,0.5850215,0.8224634756638953,0.802035554630607,0.8429238163678304,0.8494912525752266,0.8264619676905463,0.8718275095409501,0.12996391445498953,0.18591915,0.657922350472193,0.1760355029585799,True
ResNet50-ImageNet,Age,Cardiomegaly,50-70,3968,2813,0.7089214,0.7998294867829173,0.7843704998135349,0.8144743566081222,0.900166403521198,0.8896345212383694,0.9110640881267167,0.14926887377758602,0.17968725,0.7525773195876289,0.31255411255411253,True
ResNet50-ImageNet,Age,Cardiomegaly,70+,3826,3161,0.8261892,0.758873298399431,0.7381021067147688,0.7787428186899341,0.9265579828605723,0.9148937711523241,0.9365275164000672,0.18881647427450968,0.16448197,0.8139829167984814,0.45112781954887216,True
ResNet50-ImageNet,Age,Consolidation,<50,589,303,0.51443124,0.8596551962888597,0.8299951100749995,0.8875182732716158,0.8682348944081371,0.8318846598579294,0.8995094690813882,0.07281636714884705,0.15740855,0.7293729372937293,0.18181818181818182,True
ResNet50-ImageNet,Age,Consolidation,50-70,1206,707,0.58623546,0.8666271723078406,0.8484158739783861,0.886761725152554,0.9072151004864338,0.8909291486270812,0.9238887707263053,0.05111778634994184,0.14940915,0.801980198019802,0.23446893787575152,True
ResNet50-ImageNet,Age,Consolidation,70+,1093,703,0.6431839,0.8615019878177774,0.8389770971761769,0.8834158391141754,0.9190831452810673,0.9014964148434531,0.934614899331283,0.05810867810292955,0.14665715,0.8520625889046942,0.2948717948717949,True
ResNet50-ImageNet,Age,Edema,<50,1290,527,0.40852714,0.8887418832581864,0.87130309184898,0.9055672253004008,0.8368470244953431,0.8036413825669044,0.8676874941510985,0.018317710668888203,0.13235924,0.7628083491461101,0.1598951507208388,True
ResNet50-ImageNet,Age,Edema,50-70,3485,1778,0.5101865,0.8902293408403036,0.8795147346881437,0.9006853050292064,0.8816491609837694,0.865576408467785,0.8978346800793463,0.01786690332861337,0.13343108,0.8003374578177728,0.18687756297598127,True
ResNet50-ImageNet,Age,Edema,70+,3486,2112,0.605852,0.8610294401437961,0.8483940923242642,0.872996312702974,0.8962557675363555,0.8828038026955319,0.9097228524108852,0.020852390832758746,0.14656149,0.8357007575757576,0.2685589519650655,True
ResNet50-ImageNet,Age,Enlarged Cardiomediastinum,<50,483,225,0.46583852,0.7523169681309216,0.7069094672295683,0.7946279556770227,0.6994579431742511,0.6334391710086555,0.7685521290901441,0.09205025193854148,0.20857325,0.5955555555555555,0.21705426356589147,True
ResNet50-ImageNet,Age,Enlarged Cardiomediastinum,50-70,891,516,0.57912457,0.8171266149870802,0.7893596326063681,0.8437899976635121,0.8724938529739471,0.8485138929022333,0.8960083597751003,0.05767899806852694,0.17598674,0.7751937984496124,0.30133333333333334,True
ResNet50-ImageNet,Age,Enlarged Cardiomediastinum,70+,632,434,0.68670887,0.71835870222967,0.677401701718676,0.7588638852889762,0.8438472638529122,0.8086162214478982,0.8760848923546654,0.08033229796145158,0.19442222,0.8294930875576036,0.5454545454545454,True
ResNet50-ImageNet,Age,Pleural Effusion,<50,2081,1084,0.5209034,0.8648065969125088,0.8487053268248708,0.8793320843259145,0.8667811925068771,0.8475342103128839,0.8847566679649891,0.07871019511928011,0.15688537,0.6669741697416974,0.14343029087261785,True
ResNet50-ImageNet,Age,Pleural Effusion,50-70,5288,3405,0.64391077,0.8534069809244629,0.8422850459401624,0.8635969438006177,0.9066838840026713,0.8971781921153837,0.9155577159614925,0.10231032588557198,0.15715426,0.7306901615271659,0.19596388741370155,True
ResNet50-ImageNet,Age,Pleural Effusion,70+,5333,4138,0.7759235,0.8380094885447864,0.824912248185965,0.8503377011744426,0.9417130932181783,0.9349082604200523,0.9481411878953411,0.10999473316649794,0.13746245,0.8264862252295795,0.3297071129707113,True
ResNet50-ImageNet,Age,Pneumonia,<50,1330,499,0.37518796,0.738704846516137,0.7102999669782667,0.7641351102941175,0.649023117582285,0.6073671241424846,0.6913312799208047,0.04585999403905152,0.19544642,0.5290581162324649,0.18531889290012032,True
ResNet50-ImageNet,Age,Pneumonia,50-70,2601,1045,0.40176857,0.7651320401963075,0.746723942213321,0.7842603419510547,0.7023904814642248,0.6722612130072315,0.7338594756041029,0.0714688073014443,0.19428812,0.6440191387559808,0.24293059125964012,True
ResNet50-ImageNet,Age,Pneumonia,70+,2052,908,0.44249514,0.740764879393734,0.7194432892546081,0.759850726773861,0.6814749807736319,0.6507129164188821,0.7152150645600178,0.10743700745960308,0.21600863,0.7687224669603524,0.4230769230769231,True
ResNet50-ImageNet,Age,Pneumothorax,<50,1761,441,0.2504259,0.7054988662131518,0.6792878458306535,0.7338730737199344,0.45663775645022836,0.4097175266250597,0.5044166232439768,0.19496987410596256,0.20768693,0.5827664399092971,0.30454545454545456,True
ResNet50-ImageNet,Age,Pneumothorax,50-70,3471,647,0.18640162,0.6896758190997018,0.6681000320837176,0.7114740590105703,0.389760549668141,0.35305989635505586,0.4287831848429516,0.2563870370310756,0.20945428,0.5765069551777434,0.29957507082152973,True
ResNet50-ImageNet,Age,Pneumothorax,70+,3058,541,0.17691301,0.7035779619107628,0.6804986595329721,0.7296030566555535,0.36296373457962183,0.32604874358846225,0.4106945756776591,0.30102036776663127,0.22902507,0.6765249537892791,0.3762415574096146,True
ResNet50-ImageNet,BMI,Cardiomegaly,<25,2613,1734,0.66360503,0.7964152669031207,0.7785524454148004,0.814698150194428,0.870424361657709,0.8528959532199902,0.8864782257490388,0.1473321758162186,0.19023375,0.7531718569780853,0.310580204778157,True
ResNet50-ImageNet,BMI,Cardiomegaly,25-30,2148,1545,0.71927375,0.8055107418677916,0.7856719139366993,0.8270621990457467,0.908937001223308,0.8965830673495188,0.9218247309532225,0.1737362804789672,0.18283226,0.7980582524271844,0.33665008291873966,True
ResNet50-ImageNet,BMI,Cardiomegaly,30+,2735,2198,0.8036563,0.8018115334238168,0.7779956121294905,0.8211799171835681,0.9351775369696871,0.9241269911191066,0.944622924552958,0.17429073811449122,0.1565219,0.8616924476797089,0.4338919925512104,True
ResNet50-ImageNet,BMI,Consolidation,<25,945,606,0.64126986,0.8491291607036808,0.8230737494777105,0.8734618490090487,0.9133239189956002,0.8925084642090101,0.9299381767081414,0.06521460344551733,0.15543918,0.8135313531353136,0.2831858407079646,True
ResNet50-ImageNet,BMI,Consolidation,25-30,635,334,0.5259842,0.8452662780750791,0.814140974610656,0.8740743392594099,0.8630962232331201,0.8283017123281519,0.8936938992210189,0.053825604751354124,0.16258906,0.7634730538922155,0.2059800664451827,True
ResNet50-ImageNet,BMI,Consolidation,30+,653,312,0.4777948,0.8371118129182646,0.8034710385175051,0.8690720507741785,0.8422013740668888,0.80526266393733,0.8774884781250951,0.04578741739117533,0.16123939,0.7596153846153846,0.21114369501466276,True
ResNet50-ImageNet,BMI,Edema,<25,2176,1107,0.5087316,0.8896578706978213,0.8749705066714693,0.9027556656683563,0.8795637045422513,0.8569588065412608,0.90048033003688,0.025750381728250754,0.13404088,0.8265582655826558,0.19457436856875585,True
ResNet50-ImageNet,BMI,Edema,25-30,1945,946,0.48637533,0.8747817585026888,0.8604393338421723,0.8892664329870097,0.8628838361620126,0.840188281871436,0.882789266156855,0.01605263681828516,0.14360078,0.7505285412262156,0.17617617617617617,True
ResNet50-ImageNet,BMI,Edema,30+,2380,1210,0.50840336,0.8770558734195099,0.8633669279657542,0.891036611957334,0.869432858195837,0.8494084770828191,0.8905731344551625,0.024430680412705203,0.1429096,0.8165289256198347,0.2299145299145299,True
ResNet50-ImageNet,BMI,Enlarged Cardiomediastinum,<25,605,323,0.5338843,0.7788024504314605,0.7413703077312673,0.8148809111910825,0.7762497101727521,0.7281023548139011,0.8296747701736108,0.06925477887973312,0.19682682,0.6842105263157895,0.2730496453900709,True
ResNet50-ImageNet,BMI,Enlarged Cardiomediastinum,25-30,453,262,0.57836646,0.7667958914511809,0.7238626680746636,0.8060175412736797,0.8211276490324085,0.7750825401556967,0.8619007949674031,0.09900828396642444,0.20298499,0.6946564885496184,0.28272251308900526,True
ResNet50-ImageNet,BMI,Enlarged Cardiomediastinum,30+,492,306,0.6219512,0.7838920514442337,0.7407818739142554,0.8235588273404794,0.8573565070243013,0.8192948078420207,0.8927825066768695,0.053720645909386924,0.18482955,0.8202614379084967,0.42473118279569894,True
ResNet50-ImageNet,BMI,Pleural Effusion,<25,4075,2891,0.70944786,0.877704397150523,0.8652372126673911,0.8888251032992152,0.9411443012679198,0.9331628989308329,0.9485504925186644,0.11332325806098482,0.13740286,0.7910757523348322,0.20101351351351351,True
ResNet50-ImageNet,BMI,Pleural Effusion,25-30,2741,1715,0.6256841,0.8458970555640803,0.8304375662653055,0.8598509436368635,0.8941421535202286,0.8802043573623657,0.90733209566929,0.09933756217387679,0.16251306,0.7142857142857143,0.20175438596491227,True
ResNet50-ImageNet,BMI,Pleural Effusion,30+,3281,2108,0.64248705,0.8473965941462799,0.8339968279545407,0.8609067022361435,0.9009544785862745,0.8888135399405896,0.9129992838030228,0.08987012908148788,0.15742181,0.7438330170777988,0.21483375959079284,True
ResNet50-ImageNet,BMI,Pneumonia,<25,1902,872,0.45846477,0.7555368753896856,0.7345817408956657,0.7788257536604827,0.7217639272772803,0.6893448969093943,0.7551827131601127,0.055393947603731376,0.20217192,0.6903669724770642,0.31844660194174756,True
ResNet50-ImageNet,BMI,Pneumonia,25-30,1512,551,0.364418,0.7349743442534715,0.7061885887713506,0.7603380557639453,0.6135719130949177,0.5684393246271301,0.6603333045109254,0.09276017270706317,0.20268,0.5989110707803993,0.2372528616024974,True
ResNet50-ImageNet,BMI,Pneumonia,30+,1553,505,0.32517707,0.7220712720126974,0.6930710177812571,0.7492016206625248,0.5795733888357293,0.5343390101539071,0.6272199994816539,0.1182079492214796,0.20242283,0.601980198019802,0.2595419847328244,True
ResNet50-ImageNet,BMI,Pneumothorax,<25,2721,750,0.27563396,0.7114121427363436,0.6895637138862559,0.7334477254968631,0.5157205661120858,0.47969117308545595,0.5530004239754102,0.25868970058784463,0.24418333,0.7573333333333333,0.4840182648401826,True
ResNet50-ImageNet,BMI,Pneumothorax,25-30,1841,334,0.18142314,0.666883883195785,0.6333426624457299,0.6983281576333052,0.3123729579589887,0.26686608716934485,0.3599231919049562,0.26699636169567115,0.21755168,0.5778443113772455,0.31851360318513605,True
ResNet50-ImageNet,BMI,Pneumothorax,30+,2073,281,0.13555235,0.6272917196237926,0.5950962089522717,0.6623600391695379,0.21279351931674625,0.17990410045200045,0.25928536602003055,0.23878193148526375,0.17935218,0.3096085409252669,0.1796875,True
DINOv2-base,Gender,Cardiomegaly,Female,4246,3117,0.73410267,0.8198996161795099,0.8046973168232278,0.8338056420431402,0.9168320663555326,0.9068300057322431,0.9267624799674683,0.14303265332305312,0.16410069,0.7285851780558229,0.25597874224977857,True
DINOv2-base,Gender,Cardiomegaly,Male,5177,3810,0.73594743,0.8136602941091763,0.8009550072463022,0.8250899571913373,0.9146903917819033,0.9053051105378758,0.923819502624341,0.17090389799554764,0.1761145,0.684514435695538,0.21799561082662766,True
DINOv2-base,Gender,Consolidation,Female,1322,732,0.5537065,0.8939636010002778,0.8766384883616397,0.9102661259370806,0.9175188069044042,0.9006012534037185,0.9325602508813814,0.0443026328603096,0.13119327,0.7950819672131147,0.15084745762711865,True
DINOv2-base,Gender,Consolidation,Male,1566,981,0.62643677,0.876220845639806,0.8596864685676705,0.8934698356672933,0.9231737032868623,0.9088037251245987,0.9359765078139075,0.04781187866192363,0.14009753,0.8022426095820592,0.19658119658119658,True
