model,dimension,disease,subgroup,n,n_pos,prevalence,auroc,auroc_ci_lo,auroc_ci_hi,auprc,auprc_ci_lo,auprc_ci_hi,ece,brier,tpr,fpr,sufficient_data
DINOv2-base,Age,Enlarged Cardiomediastinum,<50,483,225,0.46583852,0.7607579672695951,0.7178050222974396,0.8039967074211043,0.734189821590036,0.6707440951551943,0.79943660414699,0.06312857176452935,0.19928037,0.5955555555555555,0.1744186046511628,True
DINOv2-base,Age,Enlarged Cardiomediastinum,50-70,891,516,0.57912457,0.8291369509043928,0.8033616629196175,0.8540729286460563,0.8787471671626941,0.8564611078929918,0.9013422510584426,0.0711230389631691,0.17155725,0.7267441860465116,0.22933333333333333,True
DINOv2-base,Age,Enlarged Cardiomediastinum,70+,632,434,0.68670887,0.7388865614672067,0.6981536997109702,0.77795878058189,0.8587817016022301,0.8252055282533801,0.8888891123384393,0.07403454947273566,0.18746902,0.7949308755760369,0.494949494949495,True
DINOv2-base,Age,Pleural Effusion,<50,2081,1084,0.5209034,0.8929075048022295,0.8793370645573818,0.905615378916154,0.8942212950720876,0.8754706442198048,0.9107436338202364,0.07044261170516272,0.13861163,0.7518450184501845,0.13239719157472418,True
DINOv2-base,Age,Pleural Effusion,50-70,5288,3405,0.64391077,0.8895189433551453,0.8797333927594808,0.898450212506666,0.9304712918439533,0.9224505588493125,0.938072468249001,0.09166001381969668,0.13689066,0.7973568281938326,0.17206585236325014,True
DINOv2-base,Age,Pleural Effusion,70+,5333,4138,0.7759235,0.8732656408306725,0.8612487497556667,0.8845029367897379,0.953348397295248,0.9467744457121764,0.9594061180986051,0.08726598939058727,0.119913824,0.8740937651039149,0.32217573221757323,True
DINOv2-base,Age,Pneumonia,<50,1330,499,0.37518796,0.7496678073354892,0.7213363684971765,0.7748580712492019,0.6667237313698686,0.6231352288468354,0.7097087235400433,0.05582000870341645,0.19291607,0.5470941883767535,0.2045728038507822,True
DINOv2-base,Age,Pneumonia,50-70,2601,1045,0.40176857,0.7631855696731897,0.7445698406909843,0.7822988747903649,0.7112096309021518,0.6805572592875948,0.7409596639100025,0.07122630823327687,0.19374983,0.6440191387559808,0.2467866323907455,True
DINOv2-base,Age,Pneumonia,70+,2052,908,0.44249514,0.7465911016296479,0.7242341717198607,0.7669461181047412,0.6998150115489116,0.669067492279743,0.7334018851419081,0.09920496950706659,0.211655,0.7533039647577092,0.3776223776223776,True
DINOv2-base,Age,Pneumothorax,<50,1761,441,0.2504259,0.7287122929980073,0.701170577586295,0.7545779674645587,0.49041679543351485,0.4460784308316853,0.5434858457130936,0.1773817195054112,0.19802539,0.691609977324263,0.3560606060606061,True
DINOv2-base,Age,Pneumothorax,50-70,3471,647,0.18640162,0.6994288303829835,0.6766266412385206,0.7229766303705422,0.3761234798903342,0.3393923635945651,0.4147952384348651,0.2220126168614023,0.19686152,0.6213292117465224,0.3268413597733711,True
DINOv2-base,Age,Pneumothorax,70+,3058,541,0.17691301,0.7081957292995432,0.6851707755112715,0.7336024637668241,0.3910237998197891,0.3533093475156551,0.4362097980148165,0.2704679094878695,0.2155134,0.7060998151571165,0.40166865315852207,True
DINOv2-base,BMI,Cardiomegaly,<25,2613,1734,0.66360503,0.8129027559628549,0.7956107108542003,0.8304078822054956,0.8841237602174212,0.8678457087609139,0.8995001222549117,0.15176089358909164,0.186161,0.7537485582468282,0.28896473265073946,True
DINOv2-base,BMI,Cardiomegaly,25-30,2148,1545,0.71927375,0.8182974018794914,0.7991175984089559,0.8388371392044305,0.9156081732505713,0.9023477191418235,0.9290802988250063,0.16559318516202254,0.17711155,0.7902912621359224,0.3200663349917081,True
DINOv2-base,BMI,Cardiomegaly,30+,2735,2198,0.8036563,0.8010837683826333,0.7796602152912641,0.8206466815675265,0.9315213276693756,0.9191823684057793,0.9423673395647109,0.16465701701109325,0.15496416,0.8535031847133758,0.41899441340782123,True
DINOv2-base,BMI,Consolidation,<25,945,606,0.64126986,0.8722752806254077,0.8486549624376291,0.8950282743737153,0.9254932747192052,0.9078775194297058,0.9415491772863005,0.055090082164794676,0.14231023,0.7953795379537953,0.18584070796460178,True
DINOv2-base,BMI,Consolidation,25-30,635,334,0.5259842,0.8553424712037719,0.82377423289474,0.8820676759817295,0.878798121974146,0.8471156497146047,0.9051702023734868,0.035263056789092195,0.15581048,0.7395209580838323,0.19933554817275748,True
DINOv2-base,BMI,Consolidation,30+,653,312,0.4777948,0.8706105722234754,0.8415720226855886,0.8978639592029977,0.87703271024563,0.8445379749070088,0.9075812433625478,0.035461748438169904,0.14061385,0.7564102564102564,0.13196480938416422,True
DINOv2-base,BMI,Edema,<25,2176,1107,0.5087316,0.8988738219156436,0.885976301655846,0.9116336006632599,0.8899565205739712,0.8720441752560572,0.9089070954112868,0.014790053116431572,0.12689793,0.8238482384823849,0.17586529466791395,True
DINOv2-base,BMI,Edema,25-30,1945,946,0.48637533,0.8931669513064862,0.8799666890840208,0.9063069937223884,0.8797285122591004,0.8592198621753919,0.8989512446929958,0.01404049625012133,0.1307674,0.7959830866807611,0.16316316316316315,True
DINOv2-base,BMI,Edema,30+,2380,1210,0.50840336,0.8929321183866639,0.8798275022320755,0.9060337361581949,0.8838337705566341,0.8640456476073227,0.9031076169739385,0.020886416883528734,0.13101666,0.8,0.16923076923076924,True
DINOv2-base,BMI,Enlarged Cardiomediastinum,<25,605,323,0.5338843,0.8040972267966539,0.7684763699763141,0.8375984771407052,0.8222481466512543,0.780076255876569,0.8639719465590535,0.08195852519066865,0.18472171,0.6377708978328174,0.22340425531914893,True
DINOv2-base,BMI,Enlarged Cardiomediastinum,25-30,453,262,0.57836646,0.7910754965828704,0.7501962833861551,0.8305949791506261,0.8364168147092452,0.7902199205305104,0.8775667930517306,0.08904403423434061,0.19148445,0.683206106870229,0.21465968586387435,True
DINOv2-base,BMI,Enlarged Cardiomediastinum,30+,492,306,0.6219512,0.7824689015391102,0.740954554848162,0.8223143539905265,0.8512991738072608,0.8069001152648514,0.8871638405197881,0.048823293571065116,0.18398163,0.7875816993464052,0.34408602150537637,True
DINOv2-base,BMI,Pleural Effusion,<25,4075,2891,0.70944786,0.9005157548589753,0.8902747855270946,0.9107661594489121,0.9523637470546591,0.9453419105175214,0.9590601116513437,0.08900912367127424,0.120781645,0.8471117260463508,0.20861486486486486,True
DINOv2-base,BMI,Pleural Effusion,25-30,2741,1715,0.6256841,0.8813161020464995,0.8682914595734691,0.894112066865988,0.9181493066992085,0.9048429007018284,0.9299984939727552,0.07870149399863678,0.14046416,0.7965014577259475,0.195906432748538,True
DINOv2-base,BMI,Pleural Effusion,30+,3281,2108,0.64248705,0.8890954121108884,0.8775343547734747,0.9004647981354232,0.9290949613973615,0.917619002425728,0.9389208448199963,0.08667187526803921,0.13608186,0.8012333965844403,0.18073316283034954,True
DINOv2-base,BMI,Pneumonia,<25,1902,872,0.45846477,0.7633506279504765,0.7427255940529481,0.7847427702442794,0.7414785467698679,0.7124426814337826,0.7714823792703058,0.04960723993389012,0.19827668,0.6880733944954128,0.3067961165048544,True
DINOv2-base,BMI,Pneumonia,25-30,1512,551,0.364418,0.7383529331779698,0.7115794996849746,0.7645845300420857,0.6353012164807965,0.5906785348803429,0.6788160471394542,0.09761073114104057,0.20227535,0.6370235934664247,0.26222684703433924,True
DINOv2-base,BMI,Pneumonia,30+,1553,505,0.32517707,0.7244520444410854,0.6990320916794182,0.7527525074058772,0.5823719515014377,0.5357696884058889,0.6280679239177999,0.1131788411795978,0.19994326,0.5643564356435643,0.23759541984732824,True
DINOv2-base,BMI,Pneumothorax,<25,2721,750,0.27563396,0.7271124640622357,0.7061314860278394,0.7476281451658012,0.5191928209304114,0.48530296302778686,0.557958098221719,0.23988568987622066,0.23432645,0.8173333333333334,0.5083713850837138,True
DINOv2-base,BMI,Pneumothorax,25-30,1841,334,0.18142314,0.6911538568516584,0.659961199389252,0.7214240525867462,0.3204104272389581,0.27639483893922084,0.3720892259843774,0.2261071425621306,0.19872884,0.6167664670658682,0.3424021234240212,True
DINOv2-base,BMI,Pneumothorax,30+,2073,281,0.13555235,0.6552689692425012,0.6191201417483656,0.6884577841402102,0.2601641350928521,0.2173409393734446,0.310176103546579,0.20186200933472523,0.16382731,0.43416370106761565,0.21540178571428573,True
XRV-DenseNet-nih,Gender,Cardiomegaly,Female,4246,3117,0.73410267,0.8264936448113193,0.8124171765798179,0.8410196660835234,0.9198681745568718,0.9103387499065799,0.9299337442885143,0.15986468184263816,0.16666833,0.7632338787295476,0.2763507528786537,True
XRV-DenseNet-nih,Gender,Cardiomegaly,Male,5177,3810,0.73594743,0.8106023689248061,0.7966799919208024,0.8229332456199225,0.914439110432605,0.9050951306855441,0.9235708627021542,0.16534774650304915,0.17505333,0.7556430446194226,0.288222384784199,True
XRV-DenseNet-nih,Gender,Consolidation,Female,1322,732,0.5537065,0.8306612948041123,0.808880090480061,0.8519496772812477,0.8453707134544187,0.8156344251650178,0.8734520961838775,0.05349479687827077,0.16898327,0.7308743169398907,0.22203389830508474,True
XRV-DenseNet-nih,Gender,Consolidation,Male,1566,981,0.62643677,0.8233322007022312,0.8033074909062332,0.8435462055866478,0.8861304483062817,0.8676601293681617,0.9038857723929687,0.0765566484453121,0.17024983,0.7543323139653415,0.24615384615384617,True
XRV-DenseNet-nih,Gender,Edema,Female,3807,2079,0.5460993,0.8430610670194003,0.8294311651496264,0.8544442914006533,0.8467147257379231,0.8277572896819867,0.861736506171241,0.02263988786390957,0.15934399,0.810966810966811,0.27546296296296297,True
XRV-DenseNet-nih,Gender,Edema,Male,4454,2338,0.5249214,0.8420213987364187,0.831195126082009,0.8539507141862764,0.8408303733896353,0.8255126459206732,0.8570488519945261,0.019399847417106316,0.16078077,0.8028229255774166,0.26417769376181477,True
XRV-DenseNet-nih,Gender,Enlarged Cardiomediastinum,Female,882,536,0.60770977,0.7980760935208351,0.7683236568475622,0.826622300825122,0.8458977925118981,0.8130309361623701,0.875292367562489,0.10022312188162016,0.18837993,0.710820895522388,0.2514450867052023,True
XRV-DenseNet-nih,Gender,Enlarged Cardiomediastinum,Male,1124,639,0.56850535,0.7884613523062776,0.7623443064308871,0.8136154422219019,0.8272331139520059,0.7951006533571958,0.859758496834235,0.048823888761611166,0.18779725,0.7699530516431925,0.3216494845360825,True
XRV-DenseNet-nih,Gender,Pleural Effusion,Female,5712,3893,0.68154764,0.8286611186794866,0.8171334615503,0.840134518146127,0.898714449007072,0.8888346252789612,0.9090160278327881,0.11816558099797918,0.16324271,0.7446699203698947,0.25398570643210555,True
XRV-DenseNet-nih,Gender,Pleural Effusion,Male,6990,4734,0.67725325,0.8160306497137053,0.8054937873354047,0.8263440759657739,0.892379515991635,0.8841862646498161,0.9013999362242374,0.11908426920914002,0.17166863,0.7260245035910435,0.2322695035460993,True
XRV-DenseNet-nih,Gender,Pneumonia,Female,2800,1128,0.40285715,0.7067665385659506,0.6876686551003327,0.727050024822019,0.6242279255182177,0.5974521921502209,0.6552265723423983,0.07561469482524055,0.21559982,0.6170212765957447,0.305622009569378,True
XRV-DenseNet-nih,Gender,Pneumonia,Male,3183,1324,0.41595978,0.7235377334726626,0.7067618728227735,0.7417700268574565,0.6492180215667274,0.6239020669269202,0.6780759100798555,0.08465735533544189,0.21388458,0.6586102719033232,0.3345884884346423,True
XRV-DenseNet-nih,Gender,Pneumothorax,Female,3465,635,0.18326119,0.6650460476892684,0.6406118785990647,0.689764544348022,0.32203116543743276,0.2901367943905093,0.35786160749382345,0.2824222873600703,0.22584088,0.5984251968503937,0.3537102473498233,True
XRV-DenseNet-nih,Gender,Pneumothorax,Male,4825,994,0.20601036,0.6412590657492331,0.6214538185179787,0.6602354884626421,0.32488033218678336,0.2995061175546293,0.3535413740752232,0.2621918110155689,0.2296318,0.5543259557344065,0.33829287392325763,True
XRV-DenseNet-nih,Age,Cardiomegaly,<50,1629,953,0.5850215,0.8442073303240466,0.8270836297095141,0.8628233004006689,0.8710766867613903,0.8513226497076016,0.8913655984765032,0.09372793429830165,0.16705014,0.7219307450157397,0.20266272189349113,True
XRV-DenseNet-nih,Age,Cardiomegaly,50-70,3968,2813,0.7089214,0.8185736292384,0.8043923582700165,0.8321499892552503,0.9105598046243717,0.9006426292775125,0.9200416599674834,0.15082484102928106,0.17418297,0.7444009953785994,0.2632034632034632,True
XRV-DenseNet-nih,Age,Cardiomegaly,70+,3826,3161,0.8261892,0.7749394048233523,0.7546157991840934,0.7939328963674922,0.9355993263088219,0.925978652294756,0.9449366128111912,0.20481836538756013,0.17005806,0.7832964251819045,0.39849624060150374,True
XRV-DenseNet-nih,Age,Consolidation,<50,589,303,0.51443124,0.8206512958988206,0.7865679954213064,0.8539053771658206,0.838435713309881,0.7968931613126125,0.8739764236874583,0.06571801110520224,0.17436841,0.6798679867986799,0.17832167832167833,True
XRV-DenseNet-nih,Age,Consolidation,50-70,1206,707,0.58623546,0.8393222087739836,0.8170629076036685,0.8619329108707953,0.8783330412932564,0.8551107392203102,0.8998753279397914,0.06580950543407975,0.16506088,0.7411598302687411,0.218436873747495,True
XRV-DenseNet-nih,Age,Consolidation,70+,1093,703,0.6431839,0.8103804209067367,0.7817396492997164,0.8351066517424879,0.8728092638574043,0.8456026373377004,0.899622550415609,0.07521762351922125,0.1722239,0.7752489331436699,0.2948717948717949,True
XRV-DenseNet-nih,Age,Edema,<50,1290,527,0.40852714,0.8767921492361372,0.8580609421149612,0.8953865540190781,0.8149436882042345,0.7773560051867902,0.8463541963928944,0.03933450055792351,0.14060259,0.8140417457305503,0.20707732634338138,True
XRV-DenseNet-nih,Age,Edema,50-70,3485,1778,0.5101865,0.8466771179085918,0.8333449910635033,0.8592371365729278,0.8357832288863001,0.8168452099529865,0.8536114321836178,0.015520446951710851,0.15878223,0.7913385826771654,0.24135910954891623,True
XRV-DenseNet-nih,Age,Edema,70+,3486,2112,0.605852,0.8173614901746724,0.8032327931055735,0.8316045727348811,0.8598380316444842,0.8444602775641039,0.8748192009023844,0.036705294640000635,0.16867664,0.8177083333333334,0.3384279475982533,True
XRV-DenseNet-nih,Age,Enlarged Cardiomediastinum,<50,483,225,0.46583852,0.7615159345391904,0.718241107516389,0.8047935592708875,0.7237521822725755,0.661845797434899,0.7909085455870564,0.060449596764384834,0.20108402,0.6044444444444445,0.2131782945736434,True
XRV-DenseNet-nih,Age,Enlarged Cardiomediastinum,50-70,891,516,0.57912457,0.8166821705426356,0.7881761698101442,0.8424771270488386,0.8658839329324337,0.8382282156132491,0.8912892697837844,0.07023635590250377,0.17724955,0.751937984496124,0.25866666666666666,True
XRV-DenseNet-nih,Age,Enlarged Cardiomediastinum,70+,632,434,0.68670887,0.7366056882185915,0.6954466620284159,0.7760734144534388,0.8496758969966409,0.8135565258962585,0.8807006159512151,0.09373325564533094,0.19332634,0.804147465437788,0.4595959595959596,True
XRV-DenseNet-nih,Age,Pleural Effusion,<50,2081,1084,0.5209034,0.8418382453633966,0.8248976955897088,0.858387556066418,0.8376335799756784,0.8152532946168065,0.8593914551020022,0.0606992625090321,0.16519727,0.698339483394834,0.17753259779338015,True
XRV-DenseNet-nih,Age,Pleural Effusion,50-70,5288,3405,0.64391077,0.8162369387432028,0.8038052831773347,0.8279671610475551,0.878282117325722,0.8663722076768865,0.8890940993115564,0.11095149246426284,0.1754383,0.6989720998531571,0.22304832713754646,True
XRV-DenseNet-nih,Age,Pleural Effusion,70+,5333,4138,0.7759235,0.7921230113389324,0.7774671973823374,0.8061181632062161,0.9202826586667092,0.911620651403819,0.9291032734310443,0.1489469970136562,0.16143125,0.7730787820202997,0.32552301255230126,True
XRV-DenseNet-nih,Age,Pneumonia,<50,1330,499,0.37518796,0.7081021248272719,0.6786812876648526,0.7367103427668339,0.6038350314758323,0.5588746208561266,0.6476431574000321,0.06641626724399122,0.2075372,0.5230460921843687,0.22021660649819494,True
XRV-DenseNet-nih,Age,Pneumonia,50-70,2601,1045,0.40176857,0.7309737887602858,0.71134621230335,0.7501928114027635,0.6560605687381649,0.6264457886325293,0.6864850947522322,0.07726732838822988,0.20821868,0.6258373205741626,0.2808483290488432,True
XRV-DenseNet-nih,Age,Pneumonia,70+,2052,908,0.44249514,0.6951360863805798,0.6715557306530944,0.7157789371717548,0.6356719723149773,0.6022085561205859,0.6686370807871753,0.0949658069970199,0.22752085,0.7191629955947136,0.44842657342657344,True
XRV-DenseNet-nih,Age,Pneumothorax,<50,1761,441,0.2504259,0.6789545110973683,0.6488585074904399,0.7060117732371082,0.41931739442177396,0.3772888458394424,0.46662941494564625,0.23486162797843513,0.23079082,0.6575963718820862,0.38333333333333336,True
XRV-DenseNet-nih,Age,Pneumothorax,50-70,3471,647,0.18640162,0.6455379699725471,0.6200979606321303,0.6721176766772179,0.29620125139883746,0.2673187061627823,0.3283103615006036,0.2706477219473385,0.22393632,0.5440494590417311,0.31940509915014165,True
XRV-DenseNet-nih,Age,Pneumothorax,70+,3058,541,0.17691301,0.6274971597939923,0.6013820470885574,0.6536348331089731,0.28896009555475544,0.25730434726471624,0.3293002805429603,0.29130524009992437,0.2311336,0.5341959334565619,0.35319825188716725,True
XRV-DenseNet-nih,BMI,Cardiomegaly,<25,2613,1734,0.66360503,0.8062572415702545,0.7873178214708592,0.8237677837963325,0.8798038847203904,0.8636746267351094,0.894932203812578,0.14971051479761416,0.18722966,0.7537485582468282,0.2935153583617747,True
XRV-DenseNet-nih,BMI,Cardiomegaly,25-30,2148,1545,0.71927375,0.8153665330306397,0.7961169563658954,0.8362702547537623,0.9097891393553506,0.8965098005546258,0.9241200207464638,0.17169458509268487,0.17891203,0.7974110032362459,0.3167495854063018,True
XRV-DenseNet-nih,BMI,Cardiomegaly,30+,2735,2198,0.8036563,0.8290192709471789,0.8093038133284391,0.8472998398624972,0.9423867412277073,0.931399174907915,0.9524247535908164,0.17785902925557587,0.153097,0.8375796178343949,0.35195530726256985,True
XRV-DenseNet-nih,BMI,Consolidation,<25,945,606,0.64126986,0.8031289854649182,0.7746279581004798,0.8311326459675749,0.8804112352705213,0.8554435801606413,0.9029111386402286,0.082315947438674,0.17797096,0.7013201320132013,0.2182890855457227,True
XRV-DenseNet-nih,BMI,Consolidation,25-30,635,334,0.5259842,0.806503272524718,0.7702443167415881,0.8401500017608482,0.8186527585031185,0.7731242451213562,0.8598089036347176,0.057881364155942056,0.18180309,0.6017964071856288,0.14285714285714285,True
XRV-DenseNet-nih,BMI,Consolidation,30+,653,312,0.4777948,0.8009718775847807,0.7672227064782642,0.8356529675795945,0.7799613311322862,0.7328873754187603,0.8274778373609836,0.03160444254577616,0.18139216,0.6442307692307693,0.17008797653958943,True
XRV-DenseNet-nih,BMI,Edema,<25,2176,1107,0.5087316,0.854390336856284,0.8387772176204396,0.8710304796885349,0.8511569441584338,0.830443648125773,0.8736080280522677,0.020984986053971463,0.15523231,0.7985546522131888,0.2422825070159027,True
XRV-DenseNet-nih,BMI,Edema,25-30,1945,946,0.48637533,0.8270828968503386,0.8091053783788472,0.8443616257196578,0.7987714497694245,0.7716901231308827,0.8233668806500091,0.03304508632206978,0.16929086,0.741014799154334,0.22322322322322322,True
XRV-DenseNet-nih,BMI,Edema,30+,2380,1210,0.50840336,0.8415667161121706,0.8248765121223154,0.8558848568087724,0.8257099884633405,0.7998486299506504,0.8493612293551386,0.023837006049809834,0.1619041,0.8256198347107438,0.2948717948717949,True
XRV-DenseNet-nih,BMI,Enlarged Cardiomediastinum,<25,605,323,0.5338843,0.7961157587335047,0.7590181851683407,0.8311813045085942,0.8048171774845603,0.7577328609295623,0.8532022635233926,0.06911106513551443,0.18790892,0.6780185758513931,0.2127659574468085,True
XRV-DenseNet-nih,BMI,Enlarged Cardiomediastinum,25-30,453,262,0.57836646,0.7944126933375966,0.7516336325111155,0.8320549439282354,0.8477622573075165,0.8056048800242764,0.8836486695899701,0.1050585594365402,0.19197251,0.7061068702290076,0.2879581151832461,True
XRV-DenseNet-nih,BMI,Enlarged Cardiomediastinum,30+,492,306,0.6219512,0.7761437908496733,0.7338505231544193,0.8174339216282972,0.8356317175002654,0.7883027761619881,0.8802444683138997,0.06914884909018269,0.18794629,0.7777777777777778,0.3279569892473118,True
XRV-DenseNet-nih,BMI,Pleural Effusion,<25,4075,2891,0.70944786,0.836806853983004,0.8233464513606386,0.8506081457543654,0.9198510631347004,0.9106673480418184,0.9289798762454374,0.1322149288526342,0.15961173,0.7890003459010723,0.2846283783783784,True
XRV-DenseNet-nih,BMI,Pleural Effusion,25-30,2741,1715,0.6256841,0.8162157093413807,0.798513769408543,0.8320191519245216,0.8627002820502989,0.8438071319458665,0.8803801537146431,0.11069933460826252,0.17798224,0.7352769679300292,0.2553606237816764,True
XRV-DenseNet-nih,BMI,Pleural Effusion,30+,3281,2108,0.64248705,0.8150018360615429,0.8000094028590337,0.8302418059868181,0.8730167907377051,0.8569964520811437,0.8879082927785218,0.1133159481963164,0.17645052,0.7575901328273245,0.2753623188405797,True
XRV-DenseNet-nih,BMI,Pneumonia,<25,1902,872,0.45846477,0.7068718268459963,0.6847342121561195,0.7323481291568621,0.6682237303092851,0.6383210191059779,0.7044079399546064,0.052725783877317585,0.21865375,0.6536697247706422,0.35825242718446604,True
XRV-DenseNet-nih,BMI,Pneumonia,25-30,1512,551,0.364418,0.7025387574573521,0.6723512278225642,0.729928659100877,0.5840742175179393,0.538891178050855,0.6317405392397226,0.10123585743051042,0.21328312,0.5898366606170599,0.259105098855359,True
XRV-DenseNet-nih,BMI,Pneumonia,30+,1553,505,0.32517707,0.6785636006348726,0.6485468253393138,0.7083649014657729,0.5101247916197764,0.4679186552213825,0.5610748792098001,0.12302513313116908,0.21541095,0.5485148514851486,0.2833969465648855,True
