model,finding,dimension,auroc_gap,gap_ci_lo,gap_ci_hi,sens_gap,spec_gap,fpr_gap,fnr_gap,ece_gap
BiomedCLIP,Atelectasis,Race,0.22495589696160034,0.038840436365001535,0.5477250175815316,0.08705640050697083,0.41081081081081083,0.41081081081081083,0.08705640050697083,0.01248726298713535
BiomedCLIP,Cardiomegaly,Gender,0.0091332068597052,0.000545696598999118,0.02657984316556168,0.03903182698890262,0.01780874374652941,0.01780874374652941,0.03903182698890262,0.012986499379098957
BiomedCLIP,Cardiomegaly,Age,0.03694329673859631,0.014112334647977674,0.06415041878465676,0.1049915466999598,0.1654646972460737,0.1654646972460737,0.1049915466999598,0.04360961917982807
BiomedCLIP,Cardiomegaly,Race,0.06069515221967292,0.023454149020525446,0.12220003265744825,0.12414296061835828,0.06293103448275861,0.06293103448275861,0.12414296061835828,0.031660500432071234
BiomedCLIP,Consolidation,Gender,0.01625980845716124,0.0009807208172330996,0.03715468336274134,0.01168095452950313,0.044154715341156,0.044154715341156,0.01168095452950313,0.003090113566376427
BiomedCLIP,Consolidation,Age,0.029195309396253144,0.010496979446974378,0.05603071933462439,0.03266998108061159,0.09673659673659674,0.09673659673659674,0.03266998108061159,0.015371783484638704
BiomedCLIP,Consolidation,Race,0.016850064112230556,0.012493713038497532,0.09880758733264818,0.11393805309734517,0.20468675274988035,0.20468675274988035,0.11393805309734517,0.046001087193515935
BiomedCLIP,Edema,Gender,0.005987359028460926,0.00029938166796285027,0.020340966268416263,0.004608387841920747,0.01170097318490515,0.01170097318490515,0.004608387841920747,0.0031172719644264376
BiomedCLIP,Edema,Age,0.04347458017877781,0.026340332344834946,0.06330952000788945,0.007095348876844931,0.08522628634002372,0.08522628634002372,0.007095348876844931,0.021196862982609234
BiomedCLIP,Edema,Race,0.017305126711078644,0.010361405551796488,0.06887807100465258,0.06174176928260122,0.04105745089351642,0.04105745089351642,0.06174176928260122,0.04075937683816051
BiomedCLIP,Enlarged Cardiomediastinum,Gender,0.024296599693699683,0.0010479018476554276,0.06363602706376541,0.004303599374021916,0.04384124903164299,0.04384124903164299,0.004303599374021916,0.0031459811321548556
BiomedCLIP,Enlarged Cardiomediastinum,Age,0.09321619293712313,0.05867288287627795,0.14521921470640659,0.22686123911930356,0.23937044867277424,0.23937044867277424,0.22686123911930356,0.03164743461470862
BiomedCLIP,Enlarged Cardiomediastinum,Race,0.020764926897002378,0.0217815020763686,0.16559540128821706,0.08668608953015178,0.06980519480519476,0.06980519480519476,0.08668608953015178,0.11044017329907035
