model,finding,dimension,auroc_gap,gap_ci_lo,gap_ci_hi,sens_gap,spec_gap,fpr_gap,fnr_gap,ece_gap
CLIP-ViT-B16,Pneumonia,Race,0.09794982778010974,0.03349298841515653,0.18347125346865206,0.0630834086118639,0.13905152224824358,0.13905152224824358,0.0630834086118639,0.10448520155052501
CLIP-ViT-B16,Pneumothorax,Gender,0.03759650549821458,0.008839477264064186,0.06783582997778453,0.03382499722745924,0.005553818440415026,0.005553818440415026,0.03382499722745924,0.008403176943501168
CLIP-ViT-B16,Pneumothorax,Age,0.03476121204337301,0.010786707482158906,0.07678934852914321,0.0734714750576384,0.09598818940296883,0.09598818940296883,0.0734714750576384,0.03202420409077783
CLIP-ViT-B16,Pneumothorax,Race,0.08889039365377549,0.0372242030516741,0.179556280123061,0.3688524590163934,0.2279432759112972,0.22794327591129726,0.3688524590163934,0.051881090694460404
CLIP-ViT-B16,Support Devices,Gender,0.007678787894387362,0.0006675929722415291,0.05330098303027107,0.01251922036387998,0.00886748640266799,0.00886748640266799,0.01251922036387998,0.0012927017378029466
CLIP-ViT-B16,Support Devices,Age,0.0835819235911438,0.04254623433911303,0.1415028975784876,0.06547113179166886,0.14594747780086903,0.14594747780086903,0.06547113179166886,0.0016214995610526082
CLIP-ViT-B16,Support Devices,Race,0.06042159070177955,0.02914246999994848,0.19943083878220777,0.039511297405780965,0.16997411561691111,0.16997411561691111,0.039511297405780965,0.012132944542884211
ConvNeXtV2-Base,Atelectasis,Gender,0.005427374261093965,0.001535804527800641,0.07986504719351065,0.04044932422868974,0.04228571428571426,0.04228571428571426,0.04044932422868974,0.002379584974719264
ConvNeXtV2-Base,Atelectasis,Age,0.14150674193413915,0.07197401019953374,0.2395518392159139,0.11535344749365628,0.26984126984126977,0.26984126984126977,0.11535344749365628,0.011033425782579185
ConvNeXtV2-Base,Atelectasis,Race,0.04085428840455296,0.036916607391147355,0.3424287637424985,0.07652091254752846,0.12972972972972974,0.12972972972972974,0.07652091254752846,0.012044008398651348
ConvNeXtV2-Base,Cardiomegaly,Gender,0.001414171539936504,0.0002878500781832688,0.021639662430534022,0.032146799744353416,0.015349147921103756,0.015349147921103756,0.032146799744353416,0.008261212721383734
ConvNeXtV2-Base,Cardiomegaly,Age,0.05275367748830806,0.02967600208480339,0.07909211468747689,0.1456898792437874,0.22236285981225246,0.22236285981225246,0.1456898792437874,0.03872349063738903
ConvNeXtV2-Base,Cardiomegaly,Race,0.0627749197161781,0.019550872502695993,0.13272281737278493,0.1385820266069553,0.03690243220575895,0.03690243220575895,0.1385820266069553,0.0601786350956606
ConvNeXtV2-Base,Consolidation,Gender,0.033807892135851225,0.005769465665964144,0.06106961793638228,0.0009316355007437105,0.05438215268723745,0.05438215268723745,0.0009316355007437105,0.026064574851403004
ConvNeXtV2-Base,Consolidation,Age,0.011124167249445427,0.004500797640724083,0.049878863142101944,0.0941838138294625,0.09487179487179487,0.09487179487179487,0.0941838138294625,0.009601276922678231
ConvNeXtV2-Base,Consolidation,Race,0.08741971139128357,0.02428150808094072,0.20072350905007352,0.059576828266228454,0.15256513564329832,0.15256513564329832,0.059576828266228454,0.0797454034409075
ConvNeXtV2-Base,Edema,Gender,0.002015223659194154,0.0002949817010248962,0.0165115280414977,0.002259550163741797,0.012238106490233158,0.012238106490233158,0.002259550163741797,0.007003159744783813
ConvNeXtV2-Base,Edema,Age,0.02657531963757609,0.011328912316970604,0.04716159549903217,0.07289600224253934,0.12060147162907475,0.12060147162907475,0.07289600224253934,0.01172463639875005
ConvNeXtV2-Base,Edema,Race,0.036809529002837515,0.018254232574649018,0.09727552764908434,0.04655949465914333,0.043522863469234396,0.043522863469234396,0.04655949465914333,0.03675256036971079
ConvNeXtV2-Base,Enlarged Cardiomediastinum,Gender,0.01135397997917309,0.000689944431496009,0.05648340575325711,0.060446009389671373,0.024825695727310637,0.024825695727310637,0.060446009389671373,0.005220854042544076
ConvNeXtV2-Base,Enlarged Cardiomediastinum,Age,0.0674357442174397,0.02623284393224883,0.12198280970364088,0.2775729646697389,0.2813013859525487,0.2813013859525487,0.2775729646697389,0.05074057045776047
ConvNeXtV2-Base,Enlarged Cardiomediastinum,Race,0.02104893340373326,0.020895892456352698,0.18186488401712997,0.09735849056603774,0.16846361185983827,0.16846361185983827,0.09735849056603774,0.06593598140052424
ConvNeXtV2-Base,Lung Opacity,Gender,0.015823096372203582,0.0011321477149395355,0.06649843685309616,0.009741137540833722,0.017200244132497433,0.017200244132497433,0.009741137540833722,0.004093935356025348
ConvNeXtV2-Base,Lung Opacity,Age,0.057696278359651076,0.015419046447903978,0.12093741464862254,0.16413992865577764,0.29383011621527255,0.29383011621527255,0.16413992865577764,0.015886484706890323
ConvNeXtV2-Base,Lung Opacity,Race,0.15429357888934447,0.07086323280123652,0.2607571836585092,0.07630625032364968,0.22123287671232883,0.22123287671232883,0.07630625032364968,0.013072755957073579
ConvNeXtV2-Base,Pleural Effusion,Gender,0.01810734681073367,0.005066935356920399,0.03172007203618426,0.04910420065436527,0.015041923510306865,0.015041923510306865,0.04910420065436527,0.007169583206435175
ConvNeXtV2-Base,Pleural Effusion,Age,0.028413143456636147,0.010828968639123627,0.04762202137480097,0.15494810941342863,0.1862474452646642,0.1862474452646642,0.15494810941342863,0.000592601400069559
ConvNeXtV2-Base,Pleural Effusion,Race,0.031533040213872265,0.015280749049547732,0.08451279453565026,0.09092076433828378,0.1155416138826888,0.1155416138826888,0.09092076433828378,0.05229377233362607
ConvNeXtV2-Base,Pneumonia,Gender,0.006647341354562131,0.0005676286618047172,0.03159596094212434,0.04526365408926314,0.027996800770080155,0.027996800770080155,0.04526365408926314,0.008492969424016589
ConvNeXtV2-Base,Pneumonia,Age,0.009458104197732853,0.004957990695712169,0.0485485283874154,0.16197593424734935,0.14608841820033158,0.14608841820033158,0.16197593424734935,0.005701214153909853
ConvNeXtV2-Base,Pneumonia,Race,0.09584827304198562,0.03699190426976144,0.182409251016632,0.09769523383307221,0.13437836544214432,0.13437836544214432,0.09769523383307221,0.06621737331835077
ConvNeXtV2-Base,Pneumothorax,Gender,0.03004124250805762,0.001873416037940387,0.05863702594907633,0.010202949983364795,0.042125103650432205,0.042125103650432205,0.010202949983364795,0.00896683060712912
ConvNeXtV2-Base,Pneumothorax,Age,0.03406068456503575,0.009077603998997652,0.06991294185722476,0.10252447192168979,0.05796771753774055,0.05796771753774055,0.10252447192168979,0.014133092895979776
ConvNeXtV2-Base,Pneumothorax,Race,0.06425443466451652,0.042346401021929006,0.12232237616218591,0.20746232891194338,0.2529900701119888,0.2529900701119888,0.20746232891194338,0.0638536292598446
ConvNeXtV2-Base,Support Devices,Gender,0.02517819710694813,0.0011258474298811718,0.07041435576742368,7.402014456403538e-05,0.08658656318668478,0.08658656318668478,7.402014456403538e-05,0.013200281206240541
ConvNeXtV2-Base,Support Devices,Age,0.08246976317194699,0.03067344544450881,0.1442745491053786,0.01614641350881052,0.1961080672586435,0.1961080672586435,0.01614641350881052,0.004573574743435657
ConvNeXtV2-Base,Support Devices,Race,0.11055854911270868,0.04151524284258357,0.2283829878270454,0.06672014260249559,0.18530052943008402,0.18530052943008402,0.06672014260249559,0.00563738044090804
