attribute,attribute_type,model,disease,auroc_baseline,auroc_residualized,auroc_drop,log_or,abs_log_or,odds_ratio,erank,norm_erank,log_erank
age,demographic,ResNet50-ImageNet,Support Devices,0.680371,0.675675,0.004696,0.1340228068729766,0.1340228068729766,1.143418897156819,109.3609803716064,0.0533989161970734,4.694654157002491
bmi,demographic,ResNet50-ImageNet,Atelectasis,0.616978,0.617082,-0.000104,0.0614559170400696,0.0614559170400696,1.0633836183981034,109.3609803716064,0.0533989161970734,4.694654157002491
bmi,demographic,ResNet50-ImageNet,Cardiomegaly,0.782652,0.771739,0.010913,0.412825933375067,0.412825933375067,1.5110819741011567,109.3609803716064,0.0533989161970734,4.694654157002491
bmi,demographic,ResNet50-ImageNet,Consolidation,0.800031,0.792096,0.007935,-0.3136121607888581,0.3136121607888581,0.7308024070321975,109.3609803716064,0.0533989161970734,4.694654157002491
bmi,demographic,ResNet50-ImageNet,Edema,0.858816,0.85902,-0.000205,-0.0805015515565794,0.0805015515565794,0.922653472033581,109.3609803716064,0.0533989161970734,4.694654157002491
bmi,demographic,ResNet50-ImageNet,Enlarged Cardiomediastinum,0.664323,0.66228,0.002044,0.2137440416535835,0.2137440416535835,1.2383056595574162,109.3609803716064,0.0533989161970734,4.694654157002491
bmi,demographic,ResNet50-ImageNet,Lung Opacity,0.646126,0.644248,0.001878,-0.2190900746226627,0.2190900746226627,0.8032493625117395,109.3609803716064,0.0533989161970734,4.694654157002491
bmi,demographic,ResNet50-ImageNet,Pleural Effusion,0.850925,0.849259,0.001666,-0.3876713051769026,0.3876713051769026,0.678635370541208,109.3609803716064,0.0533989161970734,4.694654157002491
bmi,demographic,ResNet50-ImageNet,Pneumonia,0.710925,0.707145,0.00378,-0.2359354690025975,0.2359354690025975,0.7898316409118782,109.3609803716064,0.0533989161970734,4.694654157002491
bmi,demographic,ResNet50-ImageNet,Pneumothorax,0.672481,0.658869,0.013612,-0.7350128476946501,0.7350128476946501,0.4794992984747483,109.3609803716064,0.0533989161970734,4.694654157002491
bmi,demographic,ResNet50-ImageNet,Support Devices,0.680371,0.680223,0.000149,-0.0130015835618326,0.0130015835618326,0.9870825719127634,109.3609803716064,0.0533989161970734,4.694654157002491
hypertension,comorbidity,ResNet50-ImageNet,Atelectasis,0.645214,0.64573,-0.000516,0.0456277946210656,0.0456277946210656,1.046684756749229,109.3609803716064,0.0533989161970734,4.694654157002491
hypertension,comorbidity,ResNet50-ImageNet,Cardiomegaly,0.785237,0.779751,0.005486,0.1664784731850873,0.1664784731850873,1.1811381094552311,109.3609803716064,0.0533989161970734,4.694654157002491
